evt_id,acct_id,sub_id,usr_id,old_plan_cd,new_plan_cd,chg_type_cd,chg_reason_cd,req_channel_cd,old_mrr_amt,new_mrr_amt,mrr_delta_amt,proration_amt,evt_ts,eff_dt,proc_ts,evt_status_cd,rollback_flg,manual_override_flg,billing_impact_flg,src_sys_cd,notes_txt,last_upd_ts
EVT000713,AC059,SUB01004,USR00432,enterprise,basic,cancel,unknown,support,151.36,201.59,51.19,-28.72,2023-07-27 00:00:00,2023-07-19,2023-07-30 00:00:00,reversed,1,0,0,crm,support correction,2023-08-01 00:00:00
EVT000714,AC050,,USR00177,enterprise,basic,cancel,unknown,support,,0.0,,,2023-11-28 00:00:00,2023-11-25,2023-11-30 00:00:00,failed,1,0,0,crm,backdated change,2023-11-30 00:00:00
EVT000715,AC060,SUB00359,USR00512,,basic,resume,feature,support,0.0,0.0,,,2024-03-29 00:00:00,2024-03-20,2024-03-30 00:00:00,failed,1,0,1,support,,2024-04-03 00:00:00
EVT000716,AC170,SUB00032,USR00767,,,downgrade,feature,support,0.0,109.51,,-2.17,2024-03-02 00:00:00,2024-03-12,2024-03-01 00:00:00,pending,1,0,0,billing,support correction,2024-03-05 00:00:00
EVT000717,AC085,SUB00644,USR00491,pro,enterprise,cancel,price,ui,0.0,0.0,,,2024-02-08 00:00:00,2024-02-17,2024-02-09 00:00:00,reversed,0,1,0,billing,,2024-02-13 00:00:00
EVT000718,AC043,SUB00564,USR00504,pro,pro,resume,support,support,0.0,0.0,,-15.77,2023-11-08 00:00:00,2023-11-17,2023-11-11 00:00:00,failed,1,0,0,crm,backdated change,2023-11-11 00:00:00
EVT000719,AC063,SUB00097,USR00600,pro,pro,upgrade,support,sales,59.52,0.0,-57.97,,2023-04-11 00:00:00,2023-04-15,2023-04-16 00:00:00,success,1,1,0,support,,2023-04-16 00:00:00
EVT000720,AC125,SUB00234,,pro,basic,cancel,unknown,ui,0.0,0.0,-7.05,,2023-07-18 00:00:00,2023-07-22,2023-07-23 00:00:00,success,0,1,0,support,,2023-07-24 00:00:00
EVT000721,AC004,SUB00863,USR00215,basic,pro,downgrade,price,ui,142.22,0.0,-131.35,,2024-06-04 00:00:00,2024-06-07,2024-06-04 00:00:00,reversed,0,0,0,crm,,2024-06-09 00:00:00
EVT000722,AC157,SUB00194,,pro,,downgrade,price,ui,0.0,,-2.46,,2023-01-10 00:00:00,2023-01-11,2023-01-11 00:00:00,failed,1,1,1,support,,2023-01-14 00:00:00
EVT000723,AC054,SUB00936,,,,resume,support,api,114.56,338.52,231.25,,2024-04-12 00:00:00,2024-04-18,2024-04-15 00:00:00,failed,0,1,1,crm,backdated change,2024-04-19 00:00:00
EVT000724,AC102,SUB00076,,basic,basic,upgrade,price,sales,22.85,0.0,,33.77,2023-12-13 00:00:00,2023-12-05,2023-12-14 00:00:00,reversed,0,0,1,billing,,2023-12-14 00:00:00
EVT000725,AC169,SUB00919,,basic,,resume,feature,sales,93.93,188.55,106.05,,2024-09-01 00:00:00,2024-08-25,2024-09-03 00:00:00,pending,0,1,0,support,backdated change,2024-09-08 00:00:00
EVT000726,AC053,,,enterprise,,cancel,feature,sales,160.7,0.0,-142.62,,2023-10-28 00:00:00,2023-11-04,2023-10-27 00:00:00,failed,0,1,0,billing,backdated change,2023-10-28 00:00:00
EVT000727,AC083,SUB00976,,pro,enterprise,upgrade,support,support,0.0,295.06,289.02,,2023-01-19 00:00:00,2023-01-24,2023-01-22 00:00:00,pending,1,0,1,billing,support correction,2023-01-23 00:00:00
EVT000728,AC120,SUB00120,,,basic,upgrade,price,support,105.72,275.84,,,2024-01-29 00:00:00,2024-02-02,2024-02-01 00:00:00,success,1,1,1,crm,backdated change,2024-02-01 00:00:00
EVT000729,AC100,SUB00299,,,basic,upgrade,feature,support,252.46,206.31,,,2023-01-03 00:00:00,2023-01-02,2023-01-06 00:00:00,pending,1,1,1,crm,,2023-01-08 00:00:00
EVT000730,AC073,SUB00998,USR00796,basic,basic,resume,price,support,,0.0,,12.93,2024-11-06 00:00:00,2024-11-09,2024-11-06 00:00:00,success,1,0,1,crm,support correction,2024-11-09 00:00:00
EVT000731,AC177,SUB00900,,,,cancel,price,api,35.73,0.0,-30.26,,2024-02-27 00:00:00,2024-02-17,2024-02-28 00:00:00,success,0,1,0,support,,2024-03-01 00:00:00
EVT000732,AC019,SUB01151,USR00879,pro,,downgrade,support,ui,0.0,,302.76,,2024-03-22 00:00:00,2024-03-27,2024-03-23 00:00:00,success,1,1,0,crm,backdated change,2024-03-23 00:00:00
EVT000733,AC096,SUB01147,,enterprise,basic,cancel,price,support,0.0,0.0,-5.83,-32.99,2023-05-17 00:00:00,2023-05-11,2023-05-17 00:00:00,reversed,0,0,1,billing,,2023-05-22 00:00:00
EVT000734,AC103,SUB00663,USR00728,,basic,cancel,price,support,,0.0,,,2023-04-25 00:00:00,2023-04-20,2023-04-30 00:00:00,success,1,0,1,support,support correction,2023-05-04 00:00:00
EVT000735,AC158,,USR00809,,basic,cancel,feature,sales,0.0,0.0,-18.15,,2024-08-16 00:00:00,2024-08-12,2024-08-21 00:00:00,failed,1,1,0,support,backdated change,2024-08-23 00:00:00
EVT000736,AC113,SUB00096,,pro,,upgrade,unknown,support,0.0,341.67,,,2023-02-12 00:00:00,2023-02-20,2023-02-10 00:00:00,success,0,0,1,crm,,2023-02-11 00:00:00
EVT000737,AC175,SUB00862,USR00394,pro,pro,downgrade,feature,ui,0.0,,12.54,,2023-01-24 00:00:00,2023-01-20,2023-01-28 00:00:00,failed,0,0,0,support,support correction,2023-01-31 00:00:00
EVT000738,AC071,SUB01044,USR00677,enterprise,enterprise,downgrade,feature,ui,36.14,0.0,-23.64,,2024-02-01 00:00:00,2024-02-03,2024-02-06 00:00:00,success,1,0,1,billing,support correction,2024-02-08 00:00:00
EVT000739,AC047,SUB00767,,basic,,downgrade,unknown,sales,0.0,0.0,-3.27,12.41,2024-06-26 00:00:00,2024-06-18,2024-07-01 00:00:00,pending,1,0,1,support,backdated change,2024-07-02 00:00:00
EVT000740,AC004,SUB00074,USR00145,enterprise,pro,upgrade,price,ui,292.68,39.22,,4.79,2024-03-17 00:00:00,2024-03-20,2024-03-21 00:00:00,failed,0,1,1,billing,support correction,2024-03-23 00:00:00
EVT000741,AC088,,USR00413,pro,,cancel,support,ui,0.0,,17.76,,2024-02-26 00:00:00,2024-03-03,2024-03-01 00:00:00,reversed,0,0,1,support,,2024-03-05 00:00:00
EVT000742,AC144,SUB00379,USR00747,enterprise,,resume,support,support,285.1,0.0,,,2024-03-05 00:00:00,2024-03-04,2024-03-06 00:00:00,success,0,1,1,crm,backdated change,2024-03-07 00:00:00
EVT000743,AC066,SUB00099,USR00286,pro,,resume,price,sales,0.0,100.21,116.2,23.68,2023-11-17 00:00:00,2023-11-16,2023-11-21 00:00:00,reversed,1,1,1,crm,backdated change,2023-11-22 00:00:00
EVT000744,AC173,SUB00822,USR00182,basic,,downgrade,unknown,ui,0.0,138.24,139.41,,2024-02-08 00:00:00,2024-02-12,2024-02-10 00:00:00,success,1,1,0,billing,,2024-02-10 00:00:00
EVT000745,AC082,SUB00912,,basic,pro,upgrade,price,ui,0.0,222.9,222.57,-22.2,2023-09-06 00:00:00,2023-09-02,2023-09-06 00:00:00,failed,0,0,0,crm,backdated change,2023-09-09 00:00:00
EVT000746,AC145,SUB00858,USR00864,basic,,upgrade,support,support,34.15,,90.58,,2023-11-20 00:00:00,2023-11-29,2023-11-20 00:00:00,pending,1,0,1,billing,,2023-11-23 00:00:00
EVT000747,AC166,SUB00278,USR00781,pro,basic,upgrade,support,sales,0.0,,-15.79,,2023-01-10 00:00:00,2023-01-05,2023-01-09 00:00:00,reversed,0,1,1,support,backdated change,2023-01-11 00:00:00
EVT000748,AC004,SUB00592,USR00811,pro,,resume,feature,api,0.0,0.0,,,2024-04-29 00:00:00,2024-04-30,2024-04-28 00:00:00,failed,1,1,0,support,backdated change,2024-05-01 00:00:00
EVT000749,AC130,SUB00240,USR00456,enterprise,enterprise,resume,support,support,0.0,0.0,3.36,-4.36,2024-08-25 00:00:00,2024-09-04,2024-08-28 00:00:00,failed,1,0,0,crm,support correction,2024-08-29 00:00:00
EVT000750,AC104,,USR00556,pro,basic,cancel,unknown,support,0.0,221.86,231.78,-11.94,2023-09-12 00:00:00,2023-09-02,2023-09-10 00:00:00,success,0,0,1,billing,,2023-09-12 00:00:00
EVT000751,AC161,SUB00076,USR00508,pro,,upgrade,unknown,ui,0.0,0.0,-18.48,-22.56,2023-12-16 00:00:00,2023-12-23,2023-12-20 00:00:00,success,0,0,0,billing,,2023-12-22 00:00:00
EVT000752,AC011,SUB01009,,,basic,upgrade,unknown,support,169.42,195.61,,,2024-01-23 00:00:00,2024-01-19,2024-01-22 00:00:00,pending,1,0,1,support,backdated change,2024-01-23 00:00:00
EVT000753,AC065,SUB00326,USR00603,basic,pro,resume,feature,ui,62.36,65.91,-12.51,,2023-04-30 00:00:00,2023-04-20,2023-05-02 00:00:00,success,0,0,1,crm,,2023-05-03 00:00:00
EVT000754,AC102,,USR00451,,basic,cancel,unknown,sales,,292.54,58.75,,2023-11-18 00:00:00,2023-11-25,2023-11-17 00:00:00,pending,1,0,1,crm,support correction,2023-11-17 00:00:00
EVT000755,AC042,SUB01160,,basic,enterprise,resume,unknown,sales,121.58,26.86,-87.52,24.55,2023-07-21 00:00:00,2023-07-23,2023-07-19 00:00:00,reversed,0,1,1,support,support correction,2023-07-21 00:00:00
EVT000756,AC090,SUB00685,USR00195,,,resume,price,api,0.0,0.0,15.53,,2024-04-22 00:00:00,2024-04-29,2024-04-23 00:00:00,failed,1,0,1,billing,,2024-04-28 00:00:00
EVT000757,AC079,SUB00239,,basic,pro,upgrade,price,support,0.0,0.0,6.37,,2024-10-29 00:00:00,2024-10-19,2024-11-02 00:00:00,failed,1,1,0,support,,2024-11-07 00:00:00
EVT000758,AC092,SUB00829,USR00360,basic,enterprise,downgrade,unknown,ui,0.0,0.0,16.71,,2023-05-10 00:00:00,2023-05-15,2023-05-15 00:00:00,failed,1,1,0,support,,2023-05-19 00:00:00
EVT000759,AC129,SUB00272,,enterprise,pro,upgrade,price,ui,0.0,38.01,19.66,33.72,2024-05-19 00:00:00,2024-05-25,2024-05-24 00:00:00,failed,1,1,0,support,,2024-05-24 00:00:00
EVT000760,AC144,,,enterprise,basic,downgrade,support,sales,0.0,284.29,290.21,,2023-08-25 00:00:00,2023-08-29,2023-08-26 00:00:00,success,0,1,0,billing,,2023-08-31 00:00:00
EVT000761,AC016,SUB01180,USR00566,,pro,resume,unknown,sales,0.0,0.0,19.55,-5.36,2023-09-13 00:00:00,2023-09-18,2023-09-14 00:00:00,success,1,0,1,billing,support correction,2023-09-17 00:00:00
EVT000762,AC008,SUB00078,USR00494,basic,basic,cancel,unknown,sales,,0.0,,,2024-10-17 00:00:00,2024-10-18,2024-10-20 00:00:00,success,1,0,0,billing,,2024-10-20 00:00:00
EVT000763,AC036,SUB00963,USR00631,enterprise,enterprise,upgrade,price,ui,0.0,0.0,-10.01,39.18,2024-04-24 00:00:00,2024-04-30,2024-04-29 00:00:00,reversed,1,0,1,billing,backdated change,2024-05-04 00:00:00
EVT000764,AC173,,USR00528,pro,enterprise,downgrade,unknown,ui,0.0,226.03,210.87,40.81,2024-07-27 00:00:00,2024-07-18,2024-07-30 00:00:00,success,0,1,1,billing,support correction,2024-08-03 00:00:00
EVT000765,AC171,SUB00470,USR00631,basic,enterprise,cancel,unknown,support,0.0,0.0,-10.86,-28.81,2024-10-10 00:00:00,2024-10-09,2024-10-10 00:00:00,reversed,1,1,1,support,backdated change,2024-10-15 00:00:00
EVT000766,AC069,SUB01083,USR00353,pro,pro,downgrade,unknown,sales,109.49,0.0,-91.22,7.57,2023-11-25 00:00:00,2023-12-05,2023-11-25 00:00:00,reversed,1,1,0,crm,,2023-11-29 00:00:00
EVT000767,AC067,SUB00895,,enterprise,basic,downgrade,price,sales,,240.49,256.98,49.56,2023-09-17 00:00:00,2023-09-10,2023-09-15 00:00:00,failed,1,1,0,crm,,2023-09-19 00:00:00
EVT000768,AC007,SUB01122,USR00531,,pro,resume,feature,api,,22.26,,,2023-09-10 00:00:00,2023-09-04,2023-09-11 00:00:00,pending,0,1,0,billing,backdated change,2023-09-15 00:00:00
EVT000769,AC102,SUB00041,USR00727,basic,enterprise,upgrade,unknown,sales,198.96,158.96,-26.29,,2024-02-24 00:00:00,2024-03-03,2024-02-22 00:00:00,reversed,0,1,1,support,support correction,2024-02-24 00:00:00
EVT000770,AC153,,USR00366,pro,,resume,feature,ui,0.0,170.62,176.9,,2024-05-30 00:00:00,2024-06-07,2024-06-01 00:00:00,failed,1,1,1,support,backdated change,2024-06-02 00:00:00
EVT000771,AC108,SUB00547,,pro,enterprise,cancel,feature,support,288.27,0.0,-273.57,,2023-04-28 00:00:00,2023-05-01,2023-04-29 00:00:00,pending,0,0,0,billing,,2023-05-03 00:00:00
EVT000772,AC076,SUB00753,USR00560,enterprise,,cancel,feature,ui,251.36,0.0,-263.58,,2023-08-07 00:00:00,2023-08-03,2023-08-11 00:00:00,pending,0,0,1,crm,,2023-08-13 00:00:00
EVT000773,AC118,SUB00576,USR00323,enterprise,enterprise,resume,feature,sales,0.0,158.47,161.39,-6.8,2024-09-08 00:00:00,2024-09-11,2024-09-10 00:00:00,success,1,0,1,crm,,2024-09-11 00:00:00
EVT000774,AC013,SUB00425,,pro,enterprise,resume,support,ui,0.0,229.1,237.02,47.8,2023-05-18 00:00:00,2023-05-24,2023-05-17 00:00:00,success,0,1,1,support,,2023-05-17 00:00:00
EVT000775,AC014,SUB00715,,,enterprise,resume,price,ui,0.0,,-10.12,,2023-09-14 00:00:00,2023-09-05,2023-09-12 00:00:00,failed,1,1,0,support,,2023-09-16 00:00:00
EVT000776,AC149,,USR00268,enterprise,,upgrade,price,support,129.68,70.58,,-43.68,2024-04-30 00:00:00,2024-05-04,2024-04-30 00:00:00,pending,1,0,1,crm,,2024-05-01 00:00:00
EVT000777,AC014,SUB00316,USR00042,pro,basic,upgrade,price,support,276.27,195.84,,,2024-01-22 00:00:00,2024-01-26,2024-01-24 00:00:00,pending,1,1,0,crm,backdated change,2024-01-29 00:00:00
EVT000778,AC174,SUB00662,USR00873,,pro,resume,feature,support,104.89,62.48,-59.86,-11.21,2024-10-14 00:00:00,2024-10-24,2024-10-16 00:00:00,success,1,0,1,support,,2024-10-21 00:00:00
EVT000779,AC019,SUB00512,USR00599,basic,basic,resume,feature,ui,0.0,0.0,-11.88,,2023-12-23 00:00:00,2023-12-15,2023-12-25 00:00:00,success,1,0,1,support,,2023-12-29 00:00:00
EVT000780,AC122,SUB00952,USR00130,basic,,downgrade,support,api,277.86,0.0,-277.96,,2024-07-08 00:00:00,2024-07-01,2024-07-10 00:00:00,reversed,1,0,1,support,backdated change,2024-07-11 00:00:00
EVT000781,AC094,SUB00221,USR00389,basic,,upgrade,support,api,0.0,0.0,19.92,,2023-02-07 00:00:00,2023-01-30,2023-02-09 00:00:00,success,0,0,0,support,support correction,2023-02-12 00:00:00
EVT000782,AC006,SUB00559,USR00749,,pro,cancel,price,sales,,0.0,-282.23,,2024-03-14 00:00:00,2024-03-24,2024-03-18 00:00:00,success,0,0,1,billing,,2024-03-20 00:00:00
EVT000783,AC007,SUB00453,USR00086,pro,basic,cancel,feature,ui,0.0,285.14,,-3.82,2023-04-08 00:00:00,2023-04-15,2023-04-06 00:00:00,success,0,0,1,crm,support correction,2023-04-09 00:00:00
EVT000784,AC058,SUB00061,USR00627,,pro,upgrade,support,ui,204.45,0.0,-219.25,,2023-04-10 00:00:00,2023-04-12,2023-04-13 00:00:00,reversed,0,0,0,billing,support correction,2023-04-17 00:00:00
EVT000785,AC031,,USR00273,enterprise,pro,resume,price,sales,156.81,154.63,-1.65,,2023-10-19 00:00:00,2023-10-22,2023-10-20 00:00:00,reversed,0,1,1,crm,backdated change,2023-10-23 00:00:00
EVT000786,AC042,SUB00313,,enterprise,pro,upgrade,support,ui,,0.0,19.08,,2023-12-19 00:00:00,2023-12-28,2023-12-23 00:00:00,pending,0,0,1,billing,,2023-12-25 00:00:00
EVT000787,AC166,SUB00175,USR00889,basic,enterprise,cancel,unknown,ui,,24.98,-182.41,-41.3,2024-07-22 00:00:00,2024-07-12,2024-07-26 00:00:00,reversed,0,1,1,crm,support correction,2024-07-27 00:00:00
EVT000788,AC150,SUB00626,USR00162,pro,enterprise,downgrade,unknown,sales,,0.0,-6.58,-26.57,2024-02-14 00:00:00,2024-02-12,2024-02-19 00:00:00,pending,1,0,0,billing,,2024-02-21 00:00:00
EVT000789,AC123,SUB00003,USR00792,,basic,downgrade,price,support,97.3,81.76,-31.8,,2023-08-31 00:00:00,2023-09-05,2023-09-03 00:00:00,failed,1,1,0,support,support correction,2023-09-05 00:00:00
EVT000790,AC180,SUB00101,USR00128,basic,basic,cancel,unknown,sales,,0.0,-311.77,,2023-09-01 00:00:00,2023-08-30,2023-09-01 00:00:00,success,1,1,1,billing,backdated change,2023-09-03 00:00:00
EVT000791,AC111,SUB01124,USR00440,pro,enterprise,cancel,support,api,226.88,316.52,83.45,3.06,2023-03-01 00:00:00,2023-02-24,2023-02-28 00:00:00,reversed,0,1,1,crm,,2023-03-03 00:00:00
EVT000792,AC099,SUB00265,,pro,,cancel,price,sales,0.0,0.0,17.4,,2023-07-24 00:00:00,2023-07-22,2023-07-25 00:00:00,reversed,0,1,1,billing,support correction,2023-07-26 00:00:00
EVT000793,AC092,SUB00682,,,enterprise,cancel,unknown,api,,59.84,,,2024-10-17 00:00:00,2024-10-25,2024-10-20 00:00:00,reversed,0,1,1,billing,support correction,2024-10-20 00:00:00
EVT000794,AC096,,,,,upgrade,unknown,sales,,112.73,93.33,,2024-09-12 00:00:00,2024-09-19,2024-09-10 00:00:00,pending,1,0,1,support,backdated change,2024-09-11 00:00:00
EVT000795,AC074,SUB00132,USR00853,basic,basic,cancel,feature,ui,0.0,0.0,-14.79,-23.33,2023-10-07 00:00:00,2023-10-05,2023-10-07 00:00:00,reversed,1,1,1,crm,support correction,2023-10-10 00:00:00
EVT000796,AC072,SUB00244,,pro,enterprise,downgrade,support,sales,0.0,261.88,253.66,-17.67,2024-03-12 00:00:00,2024-03-02,2024-03-15 00:00:00,success,1,0,1,support,backdated change,2024-03-19 00:00:00
EVT000797,AC050,SUB00465,USR00688,pro,,downgrade,price,api,118.49,0.0,-107.78,-42.44,2024-10-26 00:00:00,2024-10-25,2024-10-29 00:00:00,pending,0,1,0,billing,,2024-10-29 00:00:00
EVT000798,AC143,SUB01076,USR00220,,pro,cancel,unknown,ui,,0.0,-91.86,,2023-03-10 00:00:00,2023-03-12,2023-03-11 00:00:00,reversed,0,1,0,support,backdated change,2023-03-11 00:00:00
EVT000799,AC143,SUB01175,USR00719,enterprise,enterprise,downgrade,price,sales,0.0,0.0,16.35,,2023-05-31 00:00:00,2023-06-04,2023-06-01 00:00:00,success,0,1,0,support,,2023-06-06 00:00:00
EVT000800,AC150,SUB00512,USR00805,pro,enterprise,downgrade,feature,ui,285.41,87.76,-181.12,-8.41,2024-06-20 00:00:00,2024-06-18,2024-06-20 00:00:00,pending,0,1,1,billing,,2024-06-25 00:00:00
EVT000801,AC007,SUB00181,USR00392,enterprise,basic,cancel,price,sales,0.0,0.0,6.47,,2024-06-09 00:00:00,2024-06-11,2024-06-13 00:00:00,reversed,1,0,1,support,support correction,2024-06-18 00:00:00
EVT000802,AC082,SUB00155,USR00024,basic,enterprise,upgrade,price,api,147.02,0.0,-133.32,,2023-01-23 00:00:00,2023-01-27,2023-01-23 00:00:00,failed,1,0,0,billing,,2023-01-25 00:00:00
EVT000803,AC163,SUB00560,USR00397,pro,pro,cancel,price,api,0.0,0.0,,-38.99,2023-10-14 00:00:00,2023-10-12,2023-10-15 00:00:00,failed,1,1,0,crm,backdated change,2023-10-20 00:00:00
EVT000804,AC054,SUB00740,USR00654,basic,pro,upgrade,feature,ui,201.82,,-216.21,24.58,2024-04-28 00:00:00,2024-04-20,2024-05-03 00:00:00,success,1,1,0,support,support correction,2024-05-03 00:00:00
EVT000805,AC105,SUB00349,USR00583,enterprise,pro,downgrade,support,sales,0.0,0.0,14.11,,2024-05-07 00:00:00,2024-05-02,2024-05-10 00:00:00,reversed,0,0,0,support,support correction,2024-05-14 00:00:00
EVT000806,AC049,SUB01047,,,enterprise,cancel,price,sales,255.72,88.13,-156.15,-10.32,2024-06-17 00:00:00,2024-06-14,2024-06-19 00:00:00,reversed,1,0,0,crm,,2024-06-22 00:00:00
EVT000807,AC112,SUB00720,USR00685,,,resume,feature,sales,0.0,348.13,345.54,-21.88,2023-02-17 00:00:00,2023-02-12,2023-02-16 00:00:00,reversed,1,1,0,support,backdated change,2023-02-21 00:00:00
EVT000808,AC156,SUB00876,USR00239,enterprise,enterprise,downgrade,unknown,ui,111.75,0.0,-106.63,,2023-06-13 00:00:00,2023-06-04,2023-06-16 00:00:00,failed,0,1,1,billing,backdated change,2023-06-21 00:00:00
EVT000809,AC079,SUB00701,USR00647,pro,,downgrade,price,support,123.59,0.0,-137.55,,2024-10-22 00:00:00,2024-10-31,2024-10-25 00:00:00,reversed,0,0,1,billing,support correction,2024-10-25 00:00:00
EVT000810,AC077,,USR00362,pro,pro,cancel,price,api,151.64,0.0,-158.66,-37.67,2024-09-26 00:00:00,2024-09-28,2024-09-30 00:00:00,reversed,1,0,1,billing,,2024-10-05 00:00:00
EVT000811,AC058,SUB00073,,pro,,downgrade,unknown,support,118.79,156.31,,,2023-10-29 00:00:00,2023-10-29,2023-11-03 00:00:00,failed,0,1,1,crm,support correction,2023-11-05 00:00:00
EVT000812,AC134,SUB00183,USR00400,enterprise,,upgrade,price,sales,0.0,0.0,,-25.83,2023-04-26 00:00:00,2023-04-17,2023-05-01 00:00:00,pending,1,0,1,crm,,2023-05-04 00:00:00
EVT000813,AC002,SUB00456,USR00291,pro,enterprise,cancel,feature,sales,272.84,132.22,-153.49,-48.88,2023-09-30 00:00:00,2023-09-20,2023-09-30 00:00:00,success,1,1,0,support,support correction,2023-10-05 00:00:00
EVT000814,AC158,SUB00391,,enterprise,pro,upgrade,feature,support,75.37,119.64,26.1,-2.39,2024-02-15 00:00:00,2024-02-25,2024-02-14 00:00:00,success,1,0,0,crm,,2024-02-15 00:00:00
EVT000815,AC149,SUB00670,USR00355,,basic,cancel,feature,sales,272.58,0.0,-282.96,,2023-06-07 00:00:00,2023-06-10,2023-06-07 00:00:00,failed,0,1,0,billing,,2023-06-08 00:00:00
EVT000816,AC097,SUB00829,,basic,,downgrade,support,api,109.09,0.0,-107.39,,2023-12-01 00:00:00,2023-11-26,2023-12-06 00:00:00,pending,1,1,1,support,,2023-12-08 00:00:00
EVT000817,AC051,SUB00055,USR00073,pro,basic,cancel,feature,ui,158.44,0.0,,,2023-11-24 00:00:00,2023-11-20,2023-11-26 00:00:00,success,1,1,1,support,backdated change,2023-11-28 00:00:00
EVT000818,AC117,SUB00473,,basic,,upgrade,feature,support,213.86,38.86,-166.09,,2024-07-02 00:00:00,2024-06-24,2024-06-30 00:00:00,pending,1,0,1,crm,support correction,2024-07-02 00:00:00
EVT000819,AC159,SUB00658,USR00695,enterprise,pro,resume,support,ui,293.95,53.15,-260.56,,2024-01-23 00:00:00,2024-01-18,2024-01-22 00:00:00,pending,0,0,1,billing,,2024-01-24 00:00:00
EVT000820,AC145,SUB00344,,pro,,downgrade,feature,sales,0.0,0.0,-3.59,33.96,2024-08-25 00:00:00,2024-08-22,2024-08-28 00:00:00,success,0,1,1,support,backdated change,2024-09-02 00:00:00
EVT000821,AC054,SUB00650,USR00855,,pro,cancel,unknown,support,246.2,0.0,-254.59,,2023-08-05 00:00:00,2023-07-26,2023-08-03 00:00:00,success,0,1,1,crm,backdated change,2023-08-08 00:00:00
EVT000822,AC131,SUB00185,USR00850,pro,,cancel,price,support,0.0,,336.96,,2024-02-09 00:00:00,2024-02-01,2024-02-08 00:00:00,success,1,0,0,support,,2024-02-09 00:00:00
EVT000823,AC141,SUB00315,USR00496,basic,enterprise,downgrade,price,support,299.07,0.0,-303.33,,2024-01-24 00:00:00,2024-01-19,2024-01-29 00:00:00,reversed,1,0,1,billing,support correction,2024-01-31 00:00:00
EVT000824,AC078,SUB00720,USR00381,pro,,downgrade,feature,api,,0.0,12.05,,2024-06-30 00:00:00,2024-06-30,2024-07-03 00:00:00,success,0,0,1,billing,,2024-07-07 00:00:00
EVT000825,AC060,SUB00902,USR00805,enterprise,enterprise,resume,price,api,0.0,31.51,49.6,38.84,2023-04-20 00:00:00,2023-04-10,2023-04-25 00:00:00,failed,0,1,1,crm,support correction,2023-04-29 00:00:00
EVT000826,AC144,SUB00061,,basic,basic,resume,unknown,support,0.0,,50.54,,2024-05-12 00:00:00,2024-05-22,2024-05-15 00:00:00,reversed,0,1,0,support,support correction,2024-05-19 00:00:00
EVT000827,AC017,SUB01170,,,basic,upgrade,price,support,0.0,0.0,7.67,-3.92,2024-03-12 00:00:00,2024-03-02,2024-03-12 00:00:00,failed,1,1,0,billing,backdated change,2024-03-13 00:00:00
EVT000828,AC007,,,enterprise,,upgrade,unknown,sales,0.0,0.0,-4.62,31.24,2024-08-07 00:00:00,2024-08-02,2024-08-05 00:00:00,reversed,0,1,1,crm,,2024-08-09 00:00:00
EVT000829,AC160,SUB00005,,,pro,downgrade,price,support,0.0,0.0,-17.63,-8.55,2023-01-12 00:00:00,2023-01-03,2023-01-16 00:00:00,pending,1,1,1,billing,backdated change,2023-01-16 00:00:00
EVT000830,AC152,SUB01053,USR00284,enterprise,,downgrade,unknown,api,0.0,0.0,2.55,-47.54,2023-04-21 00:00:00,2023-04-20,2023-04-25 00:00:00,pending,0,0,0,support,backdated change,2023-04-29 00:00:00
EVT000831,AC057,SUB01015,,enterprise,,cancel,unknown,support,66.73,0.0,-71.9,,2024-08-02 00:00:00,2024-08-12,2024-08-01 00:00:00,failed,1,1,1,billing,,2024-08-01 00:00:00
EVT000832,AC044,SUB00375,USR00428,pro,enterprise,upgrade,feature,support,57.8,0.0,,46.28,2024-03-30 00:00:00,2024-04-08,2024-03-30 00:00:00,pending,1,1,0,crm,,2024-04-04 00:00:00
EVT000833,AC085,SUB00282,USR00068,basic,enterprise,upgrade,support,api,0.0,0.0,2.48,-28.4,2024-05-24 00:00:00,2024-05-14,2024-05-27 00:00:00,failed,1,1,0,crm,,2024-05-27 00:00:00
EVT000834,AC156,SUB01159,USR00569,,,resume,price,support,0.0,0.0,,27.26,2023-10-02 00:00:00,2023-09-27,2023-10-07 00:00:00,pending,1,1,0,crm,backdated change,2023-10-08 00:00:00
EVT000835,AC122,SUB00767,USR00794,basic,,resume,feature,ui,142.89,0.0,-140.32,,2023-08-05 00:00:00,2023-08-11,2023-08-06 00:00:00,pending,0,1,1,support,,2023-08-08 00:00:00
EVT000836,AC013,SUB00981,,enterprise,enterprise,resume,support,support,130.74,0.0,-134.66,,2023-03-28 00:00:00,2023-03-23,2023-03-31 00:00:00,success,0,0,1,billing,backdated change,2023-04-01 00:00:00
EVT000837,AC021,SUB00012,USR00860,,pro,cancel,price,support,0.0,0.0,12.51,,2024-10-02 00:00:00,2024-10-09,2024-10-05 00:00:00,success,0,0,0,support,backdated change,2024-10-08 00:00:00
EVT000838,AC149,SUB00081,USR00893,pro,basic,resume,unknown,support,129.53,0.0,-124.76,,2023-12-26 00:00:00,2023-12-24,2023-12-30 00:00:00,pending,1,0,1,support,backdated change,2023-12-30 00:00:00
EVT000839,AC009,SUB00677,,pro,,resume,price,sales,0.0,239.77,,24.01,2023-05-01 00:00:00,2023-05-08,2023-05-01 00:00:00,pending,1,0,1,support,,2023-05-04 00:00:00
