tckt_id,acct_ref,sub_ref,tckt_cat,prio_cd,tckt_stat,opened_ts,first_resp_ts,resolved_ts,assigned_agent,contact_channel,sla_hrs,csat_score,internal_note
TCK00356,AC102,SUB01168,technical,,resolved,2024-02-23 00:00:00,,,Tom Wilson,,24.0,3.0,
TCK00357,AC034,,technical,,resolved,2022-04-09 00:00:00,2022-04-10 21:00:00,2022-04-11 01:00:00,Tom Wilson,web,48.0,3.0,follow up needed
TCK00358,AC172,,other,,resolved ,2022-04-15 00:00:00,2022-04-17 16:00:00,2022-04-19 17:00:00,,EMAIL,,,customer angry
TCK00359,AC166,SUB02103,technical,low,closed,2023-03-04 00:00:00,2023-03-04 09:00:00,,Tom Wilson,phone,24.0,2.0,
TCK00360,AC077,,account,low,resolved ,2023-09-04 00:00:00,2023-09-05 19:00:00,,John Miller,chat,8.0,,follow up needed
TCK00361,AC118,SUB00910,feature_request,low,open,2023-12-06 00:00:00,2023-12-06 16:00:00,2023-12-07 13:00:00,Anna Kowalska,web,48.0,1.0,follow up needed
TCK00362,AC081,SUB01432,,,reopened,2022-04-21 00:00:00,,,Anna Kowalska,web,4.0,3.0,customer angry
TCK00363,AC019,SUB01700,billing,,pending,2022-03-09 00:00:00,2022-03-09 01:00:00,2022-03-17 10:00:00,Marek Nowak,chat,24.0,1.0,customer angry
TCK00364,AC003,,account,medium,reopened,2022-05-30 00:00:00,2022-05-31 11:00:00,2022-06-04 05:00:00,Marek Nowak,EMAIL,,1.0,customer angry
TCK00365,AC118,SUB00966,technical,high,pending,2024-04-19 00:00:00,2024-04-19 01:00:00,2024-04-26 17:00:00,,email,4.0,2.0,billing escalation
TCK00366,AC160,SUB00335,feature_request,low,pending,2024-05-21 00:00:00,2024-05-22 22:00:00,2024-05-24 22:00:00,Tom Wilson,web,48.0,2.0,billing escalation
TCK00367,AC145,SUB00116,billing,,pending,2022-08-22 00:00:00,2022-08-23 16:00:00,,,phone,24.0,5.0,customer angry
TCK00368,AC026,SUB00406,other,high,resolved ,2022-03-26 00:00:00,2022-03-26 14:00:00,2022-03-31 11:00:00,,chat,,4.0,
TCK00369,AC019,SUB01374,feature_request,high,pending,2024-05-25 00:00:00,2024-05-25 08:00:00,2024-06-02 22:00:00,Anna Kowalska,,48.0,,customer angry
TCK00370,AC138,SUB00564,feature_request,urgent,resolved ,2023-02-10 00:00:00,2023-02-10 10:00:00,,John Miller,,8.0,1.0,
TCK00371,AC055,,feature_request,urgent,resolved,2022-07-23 00:00:00,2022-07-25 03:00:00,,Emily Davis,,48.0,3.0,
TCK00372,AC130,SUB01936,account,medium,closed,2023-11-14 00:00:00,2023-11-16 03:00:00,2023-11-21 14:00:00,John Miller,email,24.0,4.0,
TCK00373,AC068,SUB00569,,low,open,2022-08-25 00:00:00,2022-08-25 17:00:00,,,,4.0,2.0,
TCK00374,AC034,SUB01922,billing,low,resolved ,2023-09-12 00:00:00,2023-09-12 19:00:00,2023-09-19 11:00:00,,web,48.0,2.0,
TCK00375,AC090,SUB00022,other,,open,2023-11-09 00:00:00,2023-11-11 16:00:00,2023-11-15 08:00:00,Anna Kowalska,web,4.0,4.0,
TCK00376,AC018,SUB00078,technical,,resolved ,2022-11-19 00:00:00,2022-11-21 08:00:00,2022-11-21 17:00:00,Emily Davis,,8.0,4.0,
TCK00377,AC063,SUB00613,other,urgent,resolved ,2022-05-18 00:00:00,2022-05-20 01:00:00,2022-05-21 06:00:00,,,,5.0,
TCK00378,AC095,SUB02494,account,urgent,reopened,2023-05-03 00:00:00,2023-05-03 20:00:00,2023-05-08 01:00:00,A. Kowalska,EMAIL,24.0,3.0,
TCK00379,AC073,SUB00456,billing,medium,resolved,2022-03-04 00:00:00,,,Tom Wilson,,,1.0,
TCK00380,AC041,SUB00974,account,high,closed,2023-01-25 00:00:00,,,Tom Wilson,email,8.0,2.0,follow up needed
TCK00381,AC113,SUB00196,account,low,resolved,2023-10-26 00:00:00,2023-10-26 10:00:00,2023-10-27 03:00:00,Sarah Brown,email,,3.0,customer angry
TCK00382,AC140,SUB02552,feature_request,high,open,2023-04-17 00:00:00,2023-04-19 06:00:00,2023-04-28 21:00:00,,EMAIL,4.0,3.0,
TCK00383,AC078,SUB00455,,medium,resolved,2023-08-08 00:00:00,2023-08-08 12:00:00,2023-08-09 14:00:00,,EMAIL,24.0,2.0,billing escalation
TCK00384,AC157,SUB02048,billing,,pending,2022-11-03 00:00:00,2022-11-05 07:00:00,2022-11-12 02:00:00,Emily Davis,phone,4.0,3.0,billing escalation
TCK00385,AC168,SUB00068,billing,,resolved,2023-02-16 00:00:00,2023-02-16 11:00:00,2023-02-22 16:00:00,Emily Davis,email,,5.0,
TCK00386,AC136,SUB02356,other,high,closed,2023-03-14 00:00:00,2023-03-14 09:00:00,2023-03-17 15:00:00,,phone,8.0,4.0,
TCK00387,AC003,SUB00589,technical,low,resolved ,2022-09-15 00:00:00,2022-09-17 10:00:00,2022-09-23 07:00:00,,chat,,4.0,follow up needed
TCK00388,AC171,SUB00007,other,,closed,2023-11-08 00:00:00,2023-11-10 11:00:00,2023-11-17 07:00:00,Anna Kowalska,EMAIL,8.0,3.0,
TCK00389,AC142,SUB00986,account,low,resolved ,2022-06-01 00:00:00,2022-06-02 14:00:00,2022-06-07 00:00:00,Marek Nowak,web,24.0,3.0,follow up needed
TCK00390,AC077,SUB00768,technical,medium,open,2022-09-20 00:00:00,2022-09-21 06:00:00,2022-09-22 12:00:00,Marek Nowak,phone,48.0,4.0,billing escalation
TCK00391,AC170,SUB00351,technical,low,resolved,2023-03-23 00:00:00,2023-03-23 04:00:00,2023-03-26 02:00:00,Emily Davis,,,2.0,customer angry
TCK00392,AC027,SUB01478,billing,high,reopened,2024-01-10 00:00:00,2024-01-10 02:00:00,,Emily Davis,email,48.0,3.0,customer angry
TCK00393,AC035,,,,open,2023-02-11 00:00:00,2023-02-11 17:00:00,2023-02-17 20:00:00,,,,5.0,
TCK00394,AC068,SUB02079,account,high,reopened,2023-05-24 00:00:00,2023-05-25 06:00:00,2023-06-02 12:00:00,A. Kowalska,,8.0,4.0,follow up needed
TCK00395,AC030,SUB02080,feature_request,high,reopened,2022-05-28 00:00:00,2022-05-29 03:00:00,2022-06-02 20:00:00,Anna Kowalska,web,,3.0,customer angry
TCK00396,AC028,SUB01600,technical,high,closed,2022-11-21 00:00:00,2022-11-23 12:00:00,2022-11-26 12:00:00,Tom Wilson,phone,4.0,,billing escalation
TCK00397,AC142,SUB00179,,medium,resolved,2022-02-05 00:00:00,2022-02-05 06:00:00,2022-02-13 16:00:00,,web,24.0,,
TCK00398,AC040,SUB01530,feature_request,urgent,open,2024-04-11 00:00:00,2024-04-13 20:00:00,2024-04-23 00:00:00,A. Kowalska,phone,24.0,1.0,follow up needed
TCK00399,AC070,SUB00067,account,urgent,open,2022-11-01 00:00:00,2022-11-01 20:00:00,2022-11-08 14:00:00,Emily Davis,email,48.0,4.0,
TCK00400,AC073,SUB00277,billing,medium,resolved ,2024-05-11 00:00:00,2024-05-13 06:00:00,2024-05-22 00:00:00,Emily Davis,EMAIL,4.0,3.0,
TCK00401,AC155,SUB02574,,low,open,2023-09-09 00:00:00,2023-09-11 22:00:00,2023-09-16 19:00:00,Sarah Brown,,48.0,,follow up needed
TCK00402,AC054,,billing,medium,pending,2022-01-04 00:00:00,2022-01-05 15:00:00,2022-01-06 13:00:00,,,8.0,5.0,
TCK00403,AC088,SUB01362,technical,high,pending,2024-03-22 00:00:00,2024-03-24 09:00:00,2024-04-01 06:00:00,Tom Wilson,phone,8.0,1.0,
TCK00404,AC053,,other,medium,open,2023-01-12 00:00:00,2023-01-14 00:00:00,2023-01-23 11:00:00,Anna Kowalska,EMAIL,,,follow up needed
TCK00405,AC176,SUB01387,technical,low,closed,2022-04-02 00:00:00,2022-04-03 01:00:00,2022-04-12 04:00:00,A. Kowalska,EMAIL,24.0,2.0,customer angry
TCK00406,AC163,SUB00718,,,closed,2023-01-12 00:00:00,2023-01-15 00:00:00,,,,48.0,1.0,follow up needed
TCK00407,AC068,SUB01904,feature_request,medium,closed,2024-01-01 00:00:00,2024-01-02 10:00:00,2024-01-07 17:00:00,Marek Nowak,EMAIL,8.0,3.0,follow up needed
TCK00408,AC130,SUB01961,account,medium,reopened,2023-03-05 00:00:00,2023-03-05 18:00:00,,,chat,24.0,5.0,
TCK00409,AC126,SUB00553,technical,high,resolved ,2022-03-29 00:00:00,,,A. Kowalska,,8.0,,
TCK00410,AC065,,other,low,open,2023-12-27 00:00:00,2023-12-28 08:00:00,,Tom Wilson,chat,48.0,3.0,billing escalation
TCK00411,AC014,SUB01875,other,,closed,2023-11-18 00:00:00,2023-11-18 05:00:00,,Emily Davis,web,24.0,2.0,billing escalation
TCK00412,AC024,,feature_request,high,closed,2022-02-12 00:00:00,2022-02-13 09:00:00,,Sarah Brown,email,24.0,,billing escalation
TCK00413,AC163,SUB00818,feature_request,high,resolved ,2023-03-20 00:00:00,2023-03-20 14:00:00,2023-03-21 23:00:00,Tom Wilson,web,24.0,3.0,billing escalation
TCK00414,AC109,SUB01293,technical,high,resolved ,2024-04-29 00:00:00,2024-04-30 09:00:00,2024-05-05 01:00:00,,chat,,,
TCK00415,AC071,SUB02112,feature_request,high,pending,2022-02-24 00:00:00,2022-02-24 06:00:00,2022-02-24 16:00:00,,web,4.0,4.0,customer angry
TCK00416,AC012,SUB02225,billing,medium,open,2023-03-29 00:00:00,2023-03-31 23:00:00,2023-04-06 06:00:00,Tom Wilson,email,8.0,3.0,follow up needed
TCK00417,AC001,SUB00150,,,pending,2024-05-04 00:00:00,2024-05-06 17:00:00,2024-05-12 18:00:00,Anna Kowalska,EMAIL,,2.0,
TCK00418,AC086,SUB00783,account,low,resolved,2022-03-20 00:00:00,2022-03-22 15:00:00,2022-04-01 03:00:00,John Miller,web,24.0,5.0,customer angry
TCK00419,AC034,SUB00196,,urgent,closed,2024-05-07 00:00:00,2024-05-07 03:00:00,,Emily Davis,EMAIL,4.0,3.0,customer angry
TCK00420,AC164,SUB01360,,,pending,2023-11-03 00:00:00,2023-11-05 09:00:00,2023-11-13 05:00:00,Marek Nowak,email,24.0,3.0,customer angry
TCK00421,AC068,SUB01508,other,urgent,open,2024-02-01 00:00:00,,,A. Kowalska,phone,8.0,2.0,
TCK00422,AC042,SUB01639,technical,medium,closed,2022-04-02 00:00:00,,,A. Kowalska,phone,8.0,1.0,
TCK00423,AC114,SUB01584,technical,high,resolved ,2023-05-18 00:00:00,2023-05-19 15:00:00,2023-05-26 02:00:00,John Miller,phone,,2.0,
TCK00424,AC142,SUB00766,feature_request,low,closed,2023-04-02 00:00:00,2023-04-04 12:00:00,2023-04-10 22:00:00,Tom Wilson,EMAIL,8.0,4.0,
TCK00425,AC110,SUB02038,account,urgent,resolved ,2022-04-06 00:00:00,,,Marek Nowak,,8.0,4.0,billing escalation
TCK00426,AC144,SUB02127,billing,urgent,resolved,2023-10-07 00:00:00,2023-10-07 10:00:00,2023-10-12 02:00:00,Sarah Brown,chat,24.0,2.0,billing escalation
TCK00427,AC003,SUB00339,billing,,open,2023-03-14 00:00:00,2023-03-14 06:00:00,2023-03-24 01:00:00,,web,48.0,1.0,
TCK00428,AC029,SUB00324,billing,,open,2023-11-08 00:00:00,2023-11-09 08:00:00,2023-11-15 14:00:00,John Miller,,48.0,2.0,follow up needed
TCK00429,AC020,SUB00740,account,high,reopened,2024-05-13 00:00:00,2024-05-13 10:00:00,2024-05-20 23:00:00,,,48.0,5.0,
TCK00430,AC177,SUB01316,,,resolved,2022-12-16 00:00:00,2022-12-16 23:00:00,2022-12-17 20:00:00,John Miller,web,,1.0,customer angry
TCK00431,AC039,,,urgent,resolved ,2023-02-09 00:00:00,2023-02-09 21:00:00,2023-02-14 19:00:00,,phone,,5.0,
TCK00432,AC140,SUB01211,technical,medium,open,2023-12-09 00:00:00,2023-12-11 02:00:00,2023-12-12 01:00:00,Marek Nowak,email,4.0,,follow up needed
TCK00433,AC010,SUB02469,feature_request,medium,resolved ,2024-05-29 00:00:00,,,Marek Nowak,web,,2.0,customer angry
TCK00434,AC095,SUB00683,billing,medium,pending,2022-11-05 00:00:00,2022-11-05 18:00:00,2022-11-06 00:00:00,,web,48.0,1.0,
TCK00435,AC150,SUB01440,feature_request,low,resolved,2023-08-23 00:00:00,2023-08-24 13:00:00,2023-09-02 11:00:00,Anna Kowalska,email,48.0,4.0,
TCK00436,AC142,SUB01445,feature_request,urgent,closed,2024-01-25 00:00:00,2024-01-27 22:00:00,2024-01-28 08:00:00,,EMAIL,,,
TCK00437,AC038,SUB01782,other,high,reopened,2022-08-26 00:00:00,2022-08-28 19:00:00,,John Miller,phone,48.0,4.0,customer angry
TCK00438,AC111,SUB00235,billing,medium,resolved,2023-05-22 00:00:00,2023-05-23 20:00:00,2023-05-28 12:00:00,Marek Nowak,web,24.0,4.0,follow up needed
TCK00439,AC033,,,urgent,pending,2023-06-04 00:00:00,2023-06-05 19:00:00,2023-06-14 22:00:00,Emily Davis,,48.0,4.0,
TCK00440,AC011,SUB01489,,low,resolved ,2024-03-26 00:00:00,2024-03-26 20:00:00,2024-03-29 21:00:00,,chat,8.0,2.0,follow up needed
TCK00441,AC079,SUB00656,account,medium,pending,2023-09-13 00:00:00,2023-09-15 05:00:00,2023-09-20 12:00:00,,email,4.0,3.0,
TCK00442,AC094,SUB00585,other,low,open,2023-01-01 00:00:00,2023-01-01 22:00:00,2023-01-11 11:00:00,Tom Wilson,web,4.0,5.0,follow up needed
TCK00443,AC011,SUB01795,account,low,reopened,2022-05-04 00:00:00,2022-05-06 14:00:00,2022-05-10 06:00:00,Emily Davis,chat,,5.0,customer angry
TCK00444,AC092,,feature_request,urgent,open,2023-12-25 00:00:00,,,John Miller,EMAIL,,1.0,billing escalation
TCK00445,AC054,,technical,high,pending,2022-02-12 00:00:00,2022-02-12 21:00:00,2022-02-22 04:00:00,Emily Davis,,48.0,5.0,
TCK00446,AC175,SUB01501,technical,low,pending,2024-01-21 00:00:00,2024-01-21 19:00:00,2024-01-25 09:00:00,,web,4.0,2.0,
TCK00447,AC064,SUB02324,account,urgent,resolved,2022-12-16 00:00:00,2022-12-16 21:00:00,,Marek Nowak,chat,,4.0,follow up needed
TCK00448,AC171,,feature_request,,resolved ,2022-05-22 00:00:00,2022-05-24 04:00:00,2022-06-02 18:00:00,Tom Wilson,email,48.0,2.0,customer angry
TCK00449,AC027,,account,urgent,pending,2024-01-05 00:00:00,2024-01-05 08:00:00,,A. Kowalska,email,48.0,1.0,follow up needed
TCK00450,AC091,SUB01520,,,resolved,2023-08-12 00:00:00,,,A. Kowalska,web,,3.0,
TCK00451,AC144,SUB00315,account,,reopened,2022-12-19 00:00:00,,,Sarah Brown,,48.0,4.0,follow up needed
TCK00452,AC105,SUB02169,,urgent,pending,2023-07-12 00:00:00,2023-07-14 08:00:00,2023-07-23 20:00:00,Emily Davis,email,4.0,5.0,
TCK00453,AC159,SUB01288,account,medium,open,2023-02-04 00:00:00,2023-02-04 16:00:00,2023-02-10 11:00:00,,EMAIL,24.0,5.0,
TCK00454,AC040,SUB01023,other,,resolved,2024-02-15 00:00:00,2024-02-15 02:00:00,,Marek Nowak,phone,48.0,5.0,customer angry
TCK00455,AC061,SUB00107,account,high,resolved ,2024-01-20 00:00:00,,,,phone,4.0,1.0,customer angry
TCK00456,AC042,SUB02045,,,reopened,2023-04-05 00:00:00,2023-04-05 00:00:00,2023-04-07 13:00:00,,EMAIL,8.0,3.0,
TCK00457,AC046,SUB02301,,medium,open,2022-10-19 00:00:00,2022-10-19 17:00:00,2022-10-25 07:00:00,Tom Wilson,EMAIL,,2.0,
TCK00458,AC106,,,urgent,closed,2023-04-11 00:00:00,,,John Miller,email,4.0,4.0,follow up needed
TCK00459,AC007,SUB01828,feature_request,,reopened,2023-05-03 00:00:00,2023-05-03 09:00:00,2023-05-09 00:00:00,,web,24.0,5.0,
TCK00460,AC046,SUB02507,,urgent,pending,2023-10-14 00:00:00,2023-10-16 08:00:00,2023-10-21 14:00:00,Sarah Brown,EMAIL,8.0,4.0,
TCK00461,AC086,SUB02012,,medium,closed,2022-05-13 00:00:00,2022-05-15 17:00:00,2022-05-17 00:00:00,,email,8.0,5.0,
TCK00462,AC106,SUB00556,account,,resolved,2022-05-02 00:00:00,2022-05-04 04:00:00,,Anna Kowalska,EMAIL,8.0,1.0,
TCK00463,AC172,SUB01852,technical,medium,reopened,2022-11-09 00:00:00,2022-11-10 14:00:00,2022-11-10 22:00:00,A. Kowalska,email,24.0,3.0,follow up needed
TCK00464,AC064,,other,high,open,2022-07-07 00:00:00,2022-07-09 14:00:00,,Anna Kowalska,web,48.0,5.0,
TCK00465,AC069,SUB00360,,,pending,2023-08-03 00:00:00,2023-08-04 19:00:00,2023-08-09 21:00:00,Sarah Brown,EMAIL,48.0,4.0,
TCK00466,AC041,SUB01310,other,,closed,2022-06-02 00:00:00,2022-06-03 17:00:00,,A. Kowalska,chat,48.0,3.0,billing escalation
TCK00467,AC180,SUB00266,billing,medium,resolved ,2022-02-16 00:00:00,2022-02-18 08:00:00,2022-02-25 06:00:00,Anna Kowalska,EMAIL,24.0,5.0,customer angry
TCK00468,AC028,SUB01190,other,low,reopened,2023-10-22 00:00:00,2023-10-23 00:00:00,2023-10-28 19:00:00,,chat,48.0,5.0,customer angry
TCK00469,AC098,SUB00646,billing,high,pending,2022-05-04 00:00:00,2022-05-06 20:00:00,,Marek Nowak,,,4.0,customer angry
TCK00470,AC010,SUB00714,feature_request,low,resolved,2024-04-06 00:00:00,2024-04-07 17:00:00,2024-04-08 05:00:00,A. Kowalska,chat,48.0,1.0,billing escalation
TCK00471,AC121,SUB02084,billing,,pending,2022-11-21 00:00:00,2022-11-21 11:00:00,,Emily Davis,chat,8.0,3.0,customer angry
TCK00472,AC057,SUB00824,other,high,pending,2022-06-07 00:00:00,2022-06-09 04:00:00,2022-06-09 20:00:00,Anna Kowalska,,4.0,3.0,
TCK00473,AC052,SUB00970,feature_request,low,open,2022-04-12 00:00:00,2022-04-14 04:00:00,2022-04-16 23:00:00,Marek Nowak,chat,,5.0,follow up needed
TCK00474,AC118,SUB00108,account,low,resolved,2023-05-20 00:00:00,2023-05-22 16:00:00,2023-05-23 22:00:00,,EMAIL,48.0,1.0,
TCK00475,AC090,SUB02345,account,,reopened,2022-01-30 00:00:00,2022-01-31 05:00:00,2022-01-31 10:00:00,John Miller,chat,,,follow up needed
TCK00476,AC079,SUB02260,,,pending,2022-11-08 00:00:00,2022-11-10 09:00:00,,Sarah Brown,phone,,2.0,follow up needed
TCK00477,AC059,,feature_request,,resolved,2023-07-05 00:00:00,2023-07-07 23:00:00,2023-07-08 00:00:00,Sarah Brown,email,4.0,4.0,
TCK00478,AC058,SUB00270,,medium,reopened,2023-09-05 00:00:00,2023-09-07 00:00:00,2023-09-16 00:00:00,,phone,4.0,2.0,billing escalation
TCK00479,AC007,SUB01961,billing,urgent,resolved ,2023-07-31 00:00:00,,,John Miller,chat,,3.0,
TCK00480,AC169,SUB01678,,high,resolved ,2022-08-04 00:00:00,2022-08-05 16:00:00,2022-08-09 08:00:00,,phone,8.0,,
TCK00481,AC050,SUB00303,,medium,resolved ,2022-12-16 00:00:00,2022-12-17 18:00:00,,Anna Kowalska,EMAIL,48.0,1.0,customer angry
TCK00482,AC103,,feature_request,urgent,reopened,2023-11-20 00:00:00,2023-11-22 23:00:00,2023-11-30 12:00:00,John Miller,,4.0,5.0,customer angry
TCK00483,AC085,SUB00304,feature_request,,resolved,2024-05-02 00:00:00,2024-05-04 08:00:00,2024-05-08 03:00:00,A. Kowalska,chat,4.0,1.0,
TCK00484,AC072,SUB02120,,low,resolved,2023-01-15 00:00:00,2023-01-17 08:00:00,,Tom Wilson,chat,4.0,5.0,
TCK00485,AC018,SUB02259,billing,high,closed,2024-04-07 00:00:00,2024-04-08 05:00:00,2024-04-12 02:00:00,Marek Nowak,email,8.0,,
TCK00486,AC072,SUB00746,other,medium,resolved ,2022-04-24 00:00:00,2022-04-27 00:00:00,2022-04-28 20:00:00,Sarah Brown,email,,2.0,customer angry
TCK00487,AC090,SUB00529,other,high,pending,2022-05-11 00:00:00,2022-05-14 00:00:00,2022-05-23 10:00:00,Anna Kowalska,,,5.0,
TCK00488,AC165,SUB00227,feature_request,low,resolved,2023-11-29 00:00:00,2023-12-01 10:00:00,,A. Kowalska,web,24.0,1.0,billing escalation
TCK00489,AC131,SUB02123,,medium,open,2023-04-23 00:00:00,2023-04-25 18:00:00,2023-05-05 05:00:00,Emily Davis,web,,4.0,
TCK00490,AC103,,other,low,resolved ,2022-01-06 00:00:00,2022-01-07 18:00:00,,Marek Nowak,,48.0,1.0,follow up needed
TCK00491,AC174,,,low,open,2022-07-21 00:00:00,2022-07-22 15:00:00,,,web,4.0,5.0,
TCK00492,AC138,SUB00924,billing,high,reopened,2024-05-10 00:00:00,2024-05-10 13:00:00,2024-05-14 05:00:00,Marek Nowak,email,,5.0,
TCK00493,AC085,SUB02126,feature_request,,open,2024-02-22 00:00:00,,,John Miller,email,4.0,4.0,
TCK00494,AC008,SUB00324,feature_request,low,resolved,2024-05-18 00:00:00,2024-05-18 16:00:00,,A. Kowalska,email,4.0,,customer angry
TCK00495,AC030,SUB02257,feature_request,urgent,open,2023-07-27 00:00:00,,,A. Kowalska,chat,,,billing escalation
TCK00496,AC067,SUB02561,other,,open,2022-01-11 00:00:00,2022-01-13 11:00:00,2022-01-22 21:00:00,Tom Wilson,,4.0,4.0,billing escalation
TCK00497,AC046,SUB02186,other,low,reopened,2022-12-03 00:00:00,2022-12-03 13:00:00,,Marek Nowak,EMAIL,8.0,,billing escalation
TCK00498,AC149,,technical,medium,pending,2022-09-20 00:00:00,2022-09-22 13:00:00,2022-09-27 07:00:00,Anna Kowalska,email,8.0,3.0,billing escalation
TCK00499,AC068,SUB02425,other,medium,pending,2023-03-23 00:00:00,2023-03-24 21:00:00,2023-04-03 08:00:00,,phone,,3.0,
TCK00500,AC010,SUB00632,technical,low,pending,2023-01-13 00:00:00,2023-01-15 18:00:00,2023-01-23 00:00:00,,EMAIL,4.0,4.0,
TCK00501,AC028,,technical,urgent,resolved ,2022-07-20 00:00:00,2022-07-21 01:00:00,2022-07-24 17:00:00,,EMAIL,24.0,5.0,billing escalation
TCK00502,AC153,SUB02479,feature_request,low,closed,2022-12-10 00:00:00,2022-12-12 05:00:00,2022-12-13 08:00:00,Marek Nowak,email,8.0,,follow up needed
TCK00503,AC112,SUB02309,account,urgent,pending,2023-04-23 00:00:00,2023-04-24 06:00:00,2023-05-02 11:00:00,A. Kowalska,chat,4.0,3.0,customer angry
TCK00504,AC089,,account,urgent,pending,2022-03-17 00:00:00,2022-03-19 23:00:00,,Tom Wilson,email,4.0,2.0,follow up needed
TCK00505,AC081,SUB00333,other,medium,pending,2022-10-18 00:00:00,2022-10-19 09:00:00,2022-10-23 00:00:00,Marek Nowak,email,8.0,3.0,customer angry
TCK00506,AC112,,billing,high,pending,2022-01-22 00:00:00,2022-01-22 17:00:00,2022-01-31 03:00:00,Emily Davis,web,8.0,3.0,
TCK00507,AC156,SUB02363,feature_request,low,open,2023-11-08 00:00:00,2023-11-10 19:00:00,2023-11-17 11:00:00,Sarah Brown,chat,8.0,2.0,billing escalation
TCK00508,AC131,SUB00864,technical,low,reopened,2023-01-23 00:00:00,2023-01-24 16:00:00,2023-01-31 11:00:00,Marek Nowak,EMAIL,24.0,2.0,
TCK00509,AC030,SUB01707,account,medium,reopened,2022-09-11 00:00:00,,,,chat,4.0,4.0,billing escalation
TCK00510,AC099,SUB00125,other,high,closed,2022-03-08 00:00:00,2022-03-10 01:00:00,2022-03-16 23:00:00,,web,8.0,3.0,
TCK00511,AC148,SUB02569,feature_request,,resolved ,2023-06-23 00:00:00,2023-06-25 15:00:00,2023-07-01 20:00:00,Anna Kowalska,chat,8.0,2.0,
TCK00512,AC049,SUB01238,feature_request,,pending,2024-06-02 00:00:00,2024-06-03 03:00:00,2024-06-12 15:00:00,Tom Wilson,phone,,1.0,follow up needed
TCK00513,AC066,SUB01664,feature_request,,resolved,2024-02-09 00:00:00,,,Marek Nowak,EMAIL,4.0,4.0,billing escalation
TCK00514,AC012,SUB00299,account,urgent,resolved,2023-09-29 00:00:00,2023-10-01 09:00:00,2023-10-05 18:00:00,Emily Davis,web,4.0,2.0,
TCK00515,AC112,SUB00648,account,,reopened,2022-08-28 00:00:00,2022-08-28 09:00:00,2022-08-29 07:00:00,,,4.0,3.0,follow up needed
TCK00516,AC001,SUB01984,technical,high,pending,2022-04-11 00:00:00,2022-04-12 22:00:00,,Tom Wilson,phone,24.0,,
TCK00517,AC134,SUB01394,,,resolved,2022-07-15 00:00:00,2022-07-15 17:00:00,2022-07-23 18:00:00,Anna Kowalska,phone,24.0,3.0,
TCK00518,AC138,SUB01281,technical,urgent,pending,2023-02-20 00:00:00,2023-02-20 01:00:00,2023-02-25 13:00:00,Marek Nowak,,8.0,4.0,follow up needed
TCK00519,AC176,SUB01308,feature_request,high,open,2023-06-13 00:00:00,2023-06-15 22:00:00,2023-06-23 15:00:00,Tom Wilson,chat,48.0,,
TCK00520,AC172,SUB01415,technical,,pending,2022-08-03 00:00:00,2022-08-05 23:00:00,,Emily Davis,,4.0,4.0,
TCK00521,AC051,SUB00536,,,resolved,2022-12-14 00:00:00,2022-12-16 06:00:00,2022-12-20 14:00:00,Tom Wilson,EMAIL,4.0,5.0,customer angry
TCK00522,AC094,SUB02110,other,,reopened,2022-05-23 00:00:00,2022-05-24 18:00:00,2022-06-02 07:00:00,A. Kowalska,web,8.0,4.0,customer angry
TCK00523,AC111,SUB01308,other,urgent,resolved ,2023-07-02 00:00:00,2023-07-04 12:00:00,,Emily Davis,email,8.0,1.0,billing escalation
TCK00524,AC018,SUB00502,,,closed,2022-07-01 00:00:00,,,Anna Kowalska,chat,8.0,1.0,
TCK00525,AC171,SUB01016,feature_request,low,resolved,2022-10-18 00:00:00,2022-10-19 13:00:00,2022-10-20 07:00:00,,email,8.0,3.0,
TCK00526,AC085,,feature_request,urgent,resolved ,2023-02-05 00:00:00,2023-02-05 14:00:00,,John Miller,web,8.0,2.0,follow up needed
TCK00527,AC160,,other,high,reopened,2022-11-14 00:00:00,2022-11-16 12:00:00,,Marek Nowak,EMAIL,48.0,3.0,follow up needed
TCK00528,AC081,SUB02521,feature_request,,pending,2022-01-08 00:00:00,2022-01-10 09:00:00,,,phone,,4.0,
TCK00529,AC170,SUB00655,feature_request,high,resolved ,2023-04-19 00:00:00,2023-04-19 11:00:00,2023-04-28 21:00:00,Emily Davis,web,,2.0,
TCK00530,AC032,SUB02367,,medium,resolved ,2022-09-13 00:00:00,2022-09-15 07:00:00,2022-09-25 01:00:00,John Miller,web,4.0,2.0,follow up needed
TCK00531,AC077,SUB00778,billing,medium,closed,2022-10-08 00:00:00,2022-10-10 20:00:00,2022-10-20 15:00:00,A. Kowalska,EMAIL,4.0,3.0,customer angry
TCK00532,AC130,SUB02041,account,medium,reopened,2024-02-13 00:00:00,2024-02-14 17:00:00,2024-02-16 12:00:00,Anna Kowalska,web,4.0,1.0,
TCK00533,AC080,SUB01913,billing,low,resolved,2023-01-26 00:00:00,2023-01-28 03:00:00,2023-02-01 09:00:00,John Miller,,8.0,3.0,
TCK00534,AC171,SUB01264,,urgent,pending,2023-05-12 00:00:00,2023-05-12 10:00:00,2023-05-15 01:00:00,,phone,8.0,2.0,customer angry
TCK00535,AC105,SUB00369,,urgent,pending,2023-09-14 00:00:00,2023-09-15 13:00:00,,John Miller,,4.0,,
TCK00536,AC084,SUB02071,,,pending,2022-06-07 00:00:00,2022-06-07 22:00:00,2022-06-08 07:00:00,,,4.0,,billing escalation
