pmt_id,inv_id,acct_id,sub_id,pmt_amt,pmt_ccy,fx_rt,net_pmt_amt,fee_amt,pmt_method_cd,pmt_provider_cd,pmt_type_cd,retry_flg,attempt_nbr,pmt_ts,settle_dt,fail_dt,refund_dt,pmt_status_cd,reconciled_flg,manual_adj_flg,chargeback_flg,created_by_sys,last_upd_ts,notes_txt
PMT001418,INV00266,AC111,SUB00725,126.12,,1.1487,124.17,2.45,card,stripe,charge,1,3,2024-02-03 00:00:00,2024-02-01,,,success,1.0,0,1,crm,2024-02-13 00:00:00,
PMT001419,INV00134,AC033,SUB00048,76.36,,1.1973,71.47,2.76,stripe_cc,adyen,refund,0,2,2024-02-12 00:00:00,2024-02-14,,,pending,0.0,1,1,crm,2024-02-16 00:00:00,manual fix
PMT001420,INV00320,AC010,SUB00756,0.0,EUR,1.1702,424.96,2.37,paypal,braintree,reversal,0,2,2024-07-11 00:00:00,,2024-07-11,,failed,,1,1,crm,2024-07-20 00:00:00,retry attempt
PMT001421,INV00168,AC036,,406.07,usd,,,1.7,paypal,stripe,reversal,0,3,2023-07-02 00:00:00,2023-07-05,,,reversed,,1,0,billing_sys,2023-07-04 00:00:00,
PMT001422,INV00578,AC076,SUB00037,340.58,usd,1.0642,339.24,1.12,paypal,braintree,charge,1,1,2023-01-19 00:00:00,2023-01-18,,,success,,1,0,manual,2023-01-20 00:00:00,
PMT001423,INV00767,AC110,SUB01174,66.23,USD,0.9688,62.510000000000005,2.35,bank,stripe,reversal,0,1,2023-08-11 00:00:00,2023-08-11,,,reversed,0.0,1,0,manual,2023-08-14 00:00:00,
PMT001424,INV00658,AC140,SUB00975,90.84,EUR,0.8754,86.18,0.71,paypal,stripe,reversal,0,2,2023-09-14 00:00:00,2023-09-15,,,success,0.0,1,1,crm,2023-09-21 00:00:00,retry attempt
PMT001425,INV00675,AC134,SUB00706,0.0,usd,,171.43,1.55,card,stripe,reversal,1,2,2024-04-11 00:00:00,2024-04-16,,,failed,,1,1,manual,2024-04-19 00:00:00,manual fix
PMT001426,INV00641,AC178,SUB01148,146.25,usd,1.0012,144.01,2.37,stripe_cc,braintree,reversal,0,2,2023-06-30 00:00:00,2023-06-28,,,pending,0.0,0,0,billing_sys,2023-07-05 00:00:00,manual fix
PMT001427,INV00297,AC106,SUB00912,353.52,,1.1172,349.71,2.58,stripe_cc,stripe,reversal,1,1,2024-02-22 00:00:00,2024-02-21,,,reversed,,1,1,manual,2024-02-27 00:00:00,
PMT001428,INV00053,AC023,SUB00944,90.59,usd,1.0284,,3.37,stripe_cc,adyen,refund,1,4,2023-05-19 00:00:00,2023-05-18,2023-05-21,,pending,,1,0,billing_sys,2023-05-19 00:00:00,
PMT001429,INV00611,AC015,SUB00655,93.06,USD,0.9293,91.79,2.91,card,braintree,reversal,1,4,2024-07-17 00:00:00,,2024-07-17,2024-07-26,reversed,,0,0,billing_sys,2024-07-21 00:00:00,manual fix
PMT001430,INV00657,AC076,SUB00808,331.18,,1.0637,327.1,0.99,card,adyen,charge,1,1,2024-06-11 00:00:00,2024-06-16,,,reversed,0.0,1,0,billing_sys,2024-06-21 00:00:00,retry attempt
PMT001431,INV00692,AC115,SUB01020,119.85,,,115.91,0.65,paypal,braintree,refund,1,1,2023-09-20 00:00:00,2023-09-21,,,reversed,0.0,0,1,manual,2023-09-30 00:00:00,
PMT001432,INV00031,AC106,,0.0,USD,0.9057,236.86,4.9,stripe_cc,braintree,refund,1,2,2024-03-24 00:00:00,2024-03-23,,,failed,,0,1,billing_sys,2024-03-26 00:00:00,manual fix
PMT001433,INV00357,AC051,SUB01174,405.79,EUR,1.1534,403.56,3.68,stripe_cc,adyen,charge,1,1,2023-08-24 00:00:00,2023-08-27,,,success,,0,0,manual,2023-08-31 00:00:00,retry attempt
PMT001434,INV00744,AC107,SUB00148,233.32,usd,0.8353,230.12,3.04,stripe_cc,braintree,charge,0,4,2024-06-19 00:00:00,2024-06-20,,,reversed,1.0,1,1,manual,2024-06-23 00:00:00,manual fix
PMT001435,INV00411,AC056,SUB00127,419.24,,,,4.63,card,adyen,reversal,0,4,2023-08-17 00:00:00,2023-08-15,,2023-09-06,reversed,1.0,1,0,crm,2023-08-25 00:00:00,
PMT001436,INV00705,AC122,SUB00505,0.0,,0.864,428.03,3.83,paypal,braintree,reversal,1,4,2023-04-03 00:00:00,2023-04-04,,,failed,,0,1,crm,2023-04-07 00:00:00,
PMT001437,INV00616,AC025,SUB01125,348.23,usd,1.1763,,3.28,bank,stripe,reversal,0,2,2024-08-29 00:00:00,2024-08-27,,,reversed,1.0,0,1,crm,2024-09-04 00:00:00,
PMT001438,,AC128,SUB00278,422.93,USD,0.8691,421.06,3.61,paypal,adyen,charge,1,4,2023-06-10 00:00:00,2023-06-09,,,pending,1.0,1,0,billing_sys,2023-06-13 00:00:00,manual fix
PMT001439,INV00448,AC050,,247.67,usd,1.0188,246.78,4.64,bank,adyen,charge,1,4,2024-01-06 00:00:00,2024-01-06,,,success,,0,1,manual,2024-01-16 00:00:00,customer dispute
PMT001440,INV00284,AC174,SUB00070,333.77,,1.1587,329.97999999999996,4.62,card,braintree,refund,0,1,2023-11-04 00:00:00,2023-11-09,,,reversed,1.0,1,1,manual,2023-11-08 00:00:00,manual fix
PMT001441,INV00576,AC165,SUB00862,163.43,,1.1215,160.93,0.4,bank,adyen,reversal,1,4,2023-01-27 00:00:00,2023-01-30,,,success,1.0,1,1,crm,2023-01-30 00:00:00,retry attempt
PMT001442,INV00204,AC123,SUB00303,373.16,usd,1.1725,368.70000000000005,2.51,card,adyen,charge,0,2,2023-08-28 00:00:00,2023-08-30,,,reversed,0.0,1,0,crm,2023-09-02 00:00:00,
PMT001443,INV00028,AC160,SUB01155,0.0,,,,1.78,stripe_cc,adyen,charge,1,4,2023-11-27 00:00:00,,2023-11-29,2023-11-28,failed,,1,0,manual,2023-12-05 00:00:00,
PMT001444,INV00452,AC166,SUB00717,197.49,,1.0024,194.09,4.52,paypal,adyen,charge,0,1,2024-03-25 00:00:00,2024-03-27,,,pending,,1,1,crm,2024-04-03 00:00:00,customer dispute
PMT001445,INV00489,AC124,,94.64,,0.8317,93.27,2.28,paypal,adyen,charge,0,4,2023-03-08 00:00:00,2023-03-12,,,reversed,1.0,0,0,manual,2023-03-10 00:00:00,
PMT001446,INV00117,AC113,,11.09,EUR,0.9138,8.25,2.86,paypal,adyen,charge,1,4,2023-02-11 00:00:00,2023-02-09,,,pending,,1,0,billing_sys,2023-02-14 00:00:00,
PMT001447,INV00208,AC096,SUB00399,388.51,EUR,0.9889,384.4,3.35,card,braintree,refund,0,2,2023-08-28 00:00:00,2023-08-29,,,reversed,0.0,1,0,manual,2023-09-04 00:00:00,
PMT001448,INV00806,AC122,SUB00953,0.0,,,428.14000000000004,1.1,bank,adyen,refund,1,1,2024-05-15 00:00:00,2024-05-18,,,failed,,1,1,crm,2024-05-15 00:00:00,
PMT001449,INV00161,AC157,SUB00056,0.0,USD,,26.79,0.91,bank,adyen,refund,0,4,2024-10-20 00:00:00,2024-10-22,,,failed,1.0,1,1,billing_sys,2024-10-20 00:00:00,manual fix
PMT001450,,AC114,SUB01197,215.55,,,213.97,0.45,stripe_cc,braintree,charge,1,1,2024-09-28 00:00:00,2024-09-30,,,success,,1,0,manual,2024-10-06 00:00:00,
PMT001451,INV00223,AC159,SUB00069,0.0,,1.1895,311.2,4.26,stripe_cc,braintree,refund,1,2,2024-01-09 00:00:00,,,,failed,0.0,0,1,crm,2024-01-17 00:00:00,retry attempt
PMT001452,INV00583,AC143,SUB00229,95.66,EUR,1.09,,0.42,stripe_cc,stripe,refund,0,1,2024-07-20 00:00:00,2024-07-25,,,pending,1.0,0,0,manual,2024-07-25 00:00:00,
PMT001453,INV00436,AC133,SUB00868,0.0,,,458.93,3.33,card,adyen,refund,1,3,2023-08-09 00:00:00,2023-08-07,,,failed,1.0,1,1,billing_sys,2023-08-14 00:00:00,manual fix
PMT001454,INV00675,AC034,SUB00025,321.21,EUR,,317.08,3.74,card,stripe,reversal,1,3,2023-04-13 00:00:00,2023-04-11,,,reversed,0.0,0,1,crm,2023-04-21 00:00:00,manual fix
PMT001455,,AC074,,80.69,USD,1.0941,79.17999999999999,1.22,stripe_cc,adyen,charge,0,4,2024-01-04 00:00:00,2024-01-09,,2024-01-05,success,0.0,0,1,manual,2024-01-09 00:00:00,customer dispute
PMT001456,INV00365,AC012,,353.79,EUR,0.9203,351.02000000000004,0.69,stripe_cc,stripe,refund,0,4,2024-03-23 00:00:00,2024-03-22,,,reversed,1.0,0,1,crm,2024-04-02 00:00:00,manual fix
PMT001457,INV00414,AC075,SUB00338,0.0,EUR,1.1085,328.94,0.19,bank,stripe,refund,0,3,2024-10-27 00:00:00,2024-10-25,,,failed,,0,1,crm,2024-11-06 00:00:00,
PMT001458,INV00267,AC092,,305.7,USD,,301.19,2.75,stripe_cc,adyen,reversal,0,3,2024-10-07 00:00:00,2024-10-11,,,success,0.0,1,0,manual,2024-10-14 00:00:00,
PMT001459,INV00417,AC137,SUB00211,11.89,usd,0.8919,10.42,3.01,bank,braintree,charge,1,1,2024-08-01 00:00:00,2024-08-06,,,success,1.0,1,1,crm,2024-08-07 00:00:00,retry attempt
PMT001460,INV00452,AC104,SUB00927,177.84,,,173.91,4.72,paypal,adyen,reversal,1,4,2024-01-14 00:00:00,2024-01-19,,,reversed,0.0,0,1,billing_sys,2024-01-21 00:00:00,retry attempt
PMT001461,,AC072,,51.55,USD,,50.29,0.44,stripe_cc,adyen,charge,1,3,2024-10-29 00:00:00,2024-10-30,2024-10-31,,reversed,1.0,0,1,crm,2024-11-02 00:00:00,manual fix
PMT001462,INV00378,AC066,,370.58,USD,1.1728,367.78999999999996,1.27,stripe_cc,adyen,charge,0,2,2024-11-29 00:00:00,2024-11-29,,,pending,0.0,1,0,manual,2024-12-05 00:00:00,manual fix
PMT001463,INV00498,AC073,SUB00248,336.71,EUR,1.1379,336.69,0.85,card,stripe,refund,0,3,2023-06-18 00:00:00,2023-06-20,,,success,1.0,1,1,billing_sys,2023-06-26 00:00:00,retry attempt
PMT001464,INV00884,AC177,SUB00149,107.87,USD,0.9406,103.52000000000001,3.14,bank,adyen,refund,0,3,2023-05-27 00:00:00,2023-05-31,,,pending,,0,1,manual,2023-06-04 00:00:00,retry attempt
PMT001465,,AC170,,98.13,usd,1.1745,96.89,2.03,bank,adyen,charge,0,2,2023-01-14 00:00:00,2023-01-19,2023-01-14,,pending,0.0,1,1,manual,2023-01-20 00:00:00,customer dispute
PMT001466,INV00865,AC075,SUB01101,255.77,,0.9831,252.34,4.88,paypal,adyen,reversal,0,1,2023-10-26 00:00:00,2023-10-30,,,success,1.0,1,1,billing_sys,2023-11-01 00:00:00,customer dispute
PMT001467,INV00665,AC109,SUB01027,438.94,usd,0.8127,,0.62,bank,stripe,refund,1,1,2024-05-31 00:00:00,2024-06-02,,,pending,1.0,0,0,manual,2024-06-10 00:00:00,
PMT001468,INV00108,AC102,SUB01108,334.05,USD,,331.36,4.34,bank,braintree,reversal,1,2,2023-08-15 00:00:00,,2023-08-17,,success,1.0,1,0,manual,2023-08-22 00:00:00,
PMT001469,INV00087,AC006,SUB00874,47.86,USD,1.1384,45.96,0.3,stripe_cc,stripe,charge,1,2,2023-04-07 00:00:00,2023-04-10,,,pending,1.0,1,0,billing_sys,2023-04-12 00:00:00,
PMT001470,INV00795,AC063,SUB00852,481.03,usd,,480.85999999999996,1.62,stripe_cc,braintree,reversal,1,1,2024-10-15 00:00:00,2024-10-15,,,success,,0,0,manual,2024-10-24 00:00:00,customer dispute
PMT001471,,AC137,,212.11,USD,1.0229,207.45000000000002,0.57,card,adyen,charge,1,2,2024-10-19 00:00:00,,2024-10-22,,pending,,1,0,crm,2024-10-22 00:00:00,
PMT001472,INV00350,AC171,SUB00815,477.25,USD,1.053,472.57,2.46,paypal,braintree,refund,0,1,2023-01-19 00:00:00,2023-01-20,,,success,1.0,0,0,crm,2023-01-21 00:00:00,retry attempt
PMT001473,INV00115,AC076,SUB00510,91.45,EUR,1.1533,88.25,2.53,stripe_cc,adyen,refund,1,4,2024-09-02 00:00:00,2024-09-03,2024-09-05,,pending,0.0,1,0,manual,2024-09-06 00:00:00,customer dispute
PMT001474,INV00369,AC164,SUB00035,264.0,EUR,0.9345,261.54,0.19,stripe_cc,braintree,refund,0,1,2023-08-10 00:00:00,2023-08-14,,,reversed,0.0,1,0,billing_sys,2023-08-20 00:00:00,
PMT001475,INV00113,AC096,SUB01190,0.0,,,,0.42,stripe_cc,stripe,charge,0,2,2023-08-21 00:00:00,2023-08-24,,,failed,0.0,1,0,billing_sys,2023-08-27 00:00:00,
PMT001476,INV00233,AC060,,69.57,USD,,64.8,0.95,card,stripe,refund,0,4,2024-08-03 00:00:00,2024-08-04,2024-08-06,,reversed,,1,1,crm,2024-08-07 00:00:00,
PMT001477,INV00727,AC003,,184.18,EUR,0.9764,180.99,0.79,stripe_cc,stripe,refund,1,1,2023-12-09 00:00:00,2023-12-08,,,success,1.0,0,1,billing_sys,2023-12-13 00:00:00,
PMT001478,INV00101,AC014,SUB00669,486.46,,,485.62,0.97,stripe_cc,adyen,refund,1,1,2023-09-03 00:00:00,2023-09-01,2023-09-04,,reversed,,0,1,crm,2023-09-04 00:00:00,customer dispute
PMT001479,INV00694,AC090,,313.9,USD,0.9858,310.78,4.55,card,adyen,reversal,0,1,2023-12-12 00:00:00,2023-12-13,2023-12-15,,reversed,0.0,1,0,billing_sys,2023-12-13 00:00:00,manual fix
PMT001480,INV00427,AC113,,252.87,usd,1.1692,248.66,3.57,card,braintree,charge,1,4,2023-06-16 00:00:00,2023-06-18,2023-06-18,,pending,1.0,1,0,manual,2023-06-21 00:00:00,customer dispute
PMT001481,INV00413,AC023,SUB00793,326.52,USD,,325.95,3.36,stripe_cc,stripe,reversal,0,1,2023-01-06 00:00:00,2023-01-07,,,success,,0,1,billing_sys,2023-01-06 00:00:00,retry attempt
PMT001482,,AC017,SUB00650,420.1,EUR,1.1125,416.55,4.37,bank,adyen,charge,0,4,2023-11-22 00:00:00,2023-11-27,,,pending,0.0,1,0,crm,2023-12-02 00:00:00,
PMT001483,INV00148,AC071,SUB01082,439.44,usd,,439.13,2.13,paypal,stripe,reversal,0,1,2023-05-06 00:00:00,2023-05-08,,,reversed,,1,1,billing_sys,2023-05-09 00:00:00,
PMT001484,INV00151,AC017,SUB01015,122.84,EUR,0.9299,121.67,4.73,paypal,braintree,refund,0,4,2024-09-03 00:00:00,,2024-09-05,,reversed,1.0,1,0,billing_sys,2024-09-06 00:00:00,customer dispute
PMT001485,INV00809,AC062,SUB00025,148.85,,1.1391,,2.42,stripe_cc,braintree,reversal,1,4,2024-10-30 00:00:00,2024-10-29,,,reversed,0.0,0,0,billing_sys,2024-11-03 00:00:00,
PMT001486,INV00511,AC062,,321.17,usd,1.0618,318.13,1.24,stripe_cc,stripe,charge,1,3,2024-11-20 00:00:00,2024-11-23,,,reversed,1.0,0,0,manual,2024-11-27 00:00:00,manual fix
PMT001487,,AC030,SUB00815,111.06,,,,3.1,bank,braintree,charge,1,3,2023-02-19 00:00:00,,,,success,1.0,1,0,manual,2023-02-20 00:00:00,
PMT001488,INV00759,AC156,SUB00353,255.14,EUR,,254.67,2.98,paypal,stripe,reversal,1,2,2023-10-01 00:00:00,2023-10-06,,,reversed,,0,0,crm,2023-10-09 00:00:00,retry attempt
PMT001489,INV00153,AC042,,0.0,USD,,290.88,1.73,bank,braintree,refund,1,1,2023-04-02 00:00:00,2023-04-01,2023-04-02,,failed,,1,0,crm,2023-04-03 00:00:00,retry attempt
PMT001490,INV00504,AC060,SUB00521,0.0,usd,0.8405,94.76,0.06,paypal,stripe,charge,1,2,2023-10-13 00:00:00,2023-10-13,,,failed,1.0,0,1,manual,2023-10-21 00:00:00,customer dispute
PMT001491,INV00868,AC085,,0.0,USD,1.0299,328.7,3.42,stripe_cc,adyen,reversal,0,4,2023-03-09 00:00:00,2023-03-11,2023-03-09,,failed,0.0,1,0,crm,2023-03-18 00:00:00,manual fix
PMT001492,INV00153,AC022,,54.27,USD,,53.900000000000006,3.28,card,stripe,charge,1,3,2024-04-09 00:00:00,2024-04-09,,,success,,0,0,crm,2024-04-15 00:00:00,
PMT001493,INV00130,AC047,,0.0,usd,1.0231,86.78999999999999,1.61,stripe_cc,stripe,reversal,1,2,2023-10-13 00:00:00,2023-10-15,,,failed,0.0,0,1,billing_sys,2023-10-21 00:00:00,manual fix
PMT001494,INV00115,AC109,SUB01135,310.9,usd,,308.32,3.09,bank,adyen,charge,1,1,2024-07-29 00:00:00,2024-08-03,,,success,0.0,1,1,crm,2024-08-07 00:00:00,
PMT001495,INV00824,AC060,SUB00197,320.78,usd,0.9782,317.90999999999997,1.98,paypal,adyen,refund,1,1,2024-07-26 00:00:00,2024-07-27,,,reversed,1.0,0,0,crm,2024-07-29 00:00:00,manual fix
PMT001496,INV00798,AC131,,278.13,usd,1.0984,276.52,4.03,bank,braintree,reversal,1,4,2023-11-26 00:00:00,2023-11-26,,,success,,0,1,manual,2023-12-03 00:00:00,manual fix
PMT001497,INV00827,AC061,,150.92,USD,0.8065,147.51,2.47,stripe_cc,stripe,charge,0,1,2023-08-13 00:00:00,2023-08-18,2023-08-15,,pending,0.0,1,0,billing_sys,2023-08-22 00:00:00,manual fix
PMT001498,INV00059,AC059,SUB00159,0.0,,,362.14,3.16,bank,stripe,refund,0,2,2023-12-12 00:00:00,2023-12-13,2023-12-13,,failed,0.0,1,1,manual,2023-12-14 00:00:00,
PMT001499,INV00306,AC033,,414.92,EUR,0.8975,410.97,1.61,stripe_cc,adyen,charge,0,3,2024-05-03 00:00:00,2024-05-03,,,reversed,0.0,1,1,manual,2024-05-13 00:00:00,
PMT001500,INV00489,AC141,SUB00047,453.73,usd,1.1901,449.13,2.69,stripe_cc,braintree,reversal,1,3,2023-05-13 00:00:00,2023-05-11,,,success,1.0,1,0,manual,2023-05-20 00:00:00,manual fix
PMT001501,INV00379,AC177,SUB00860,463.64,,0.9122,462.77,0.59,stripe_cc,braintree,refund,1,2,2023-10-29 00:00:00,,2023-10-31,,pending,0.0,0,0,crm,2023-11-08 00:00:00,
PMT001502,,AC019,SUB00557,30.82,,1.0077,,0.25,card,adyen,charge,0,3,2023-11-07 00:00:00,2023-11-05,,,reversed,1.0,1,1,manual,2023-11-14 00:00:00,customer dispute
PMT001503,INV00417,AC005,,405.82,usd,0.9585,,2.22,card,stripe,charge,0,4,2024-06-25 00:00:00,2024-06-26,,,pending,,0,0,manual,2024-06-26 00:00:00,retry attempt
PMT001504,,AC173,,92.56,EUR,0.9233,,4.7,stripe_cc,stripe,refund,1,1,2024-11-14 00:00:00,2024-11-13,,,pending,,1,1,crm,2024-11-24 00:00:00,customer dispute
PMT001505,INV00125,AC150,SUB00967,0.0,USD,,445.01,2.07,paypal,adyen,refund,1,4,2023-07-13 00:00:00,2023-07-12,,,failed,,0,1,manual,2023-07-17 00:00:00,
PMT001506,INV00648,AC033,,0.0,EUR,1.1734,425.26,3.91,stripe_cc,braintree,reversal,1,1,2024-11-11 00:00:00,2024-11-12,2024-11-11,,failed,1.0,1,1,billing_sys,2024-11-11 00:00:00,
PMT001507,INV00241,AC149,,432.65,EUR,1.1372,429.84999999999997,3.22,stripe_cc,stripe,refund,1,4,2024-11-07 00:00:00,2024-11-09,,,pending,1.0,1,0,crm,2024-11-15 00:00:00,
PMT001508,INV00466,AC032,SUB01103,60.2,,0.9741,58.07,4.75,card,braintree,reversal,0,1,2023-11-26 00:00:00,2023-11-27,,,success,1.0,0,1,crm,2023-11-28 00:00:00,manual fix
PMT001509,INV00364,AC108,SUB00917,250.63,EUR,0.8105,247.37,3.67,bank,braintree,reversal,1,4,2024-08-13 00:00:00,,2024-08-16,,success,1.0,1,1,crm,2024-08-20 00:00:00,
PMT001510,INV00374,AC005,SUB00738,424.49,EUR,0.9024,421.29,3.92,paypal,adyen,refund,0,3,2023-10-06 00:00:00,2023-10-04,,,success,,0,1,crm,2023-10-10 00:00:00,
PMT001511,INV00854,AC173,SUB00496,336.21,EUR,1.1886,,4.52,paypal,stripe,reversal,1,2,2023-10-03 00:00:00,2023-10-06,,,reversed,,1,0,crm,2023-10-10 00:00:00,retry attempt
PMT001512,,AC143,SUB00559,337.76,usd,1.058,335.74,1.17,stripe_cc,braintree,reversal,0,2,2024-06-24 00:00:00,2024-06-24,,,reversed,1.0,1,1,manual,2024-06-26 00:00:00,
PMT001513,INV00443,AC091,,303.56,,0.9868,302.86,2.45,stripe_cc,adyen,reversal,0,1,2023-10-20 00:00:00,2023-10-21,,2023-11-05,reversed,,1,1,billing_sys,2023-10-30 00:00:00,customer dispute
PMT001514,INV00628,AC122,SUB00984,54.06,usd,,53.830000000000005,2.62,bank,stripe,reversal,1,1,2023-06-27 00:00:00,2023-06-30,,,success,1.0,1,0,billing_sys,2023-07-03 00:00:00,
PMT001515,INV00655,AC091,SUB00242,49.69,USD,0.8698,47.589999999999996,1.31,bank,stripe,charge,0,4,2023-06-29 00:00:00,2023-07-01,,2023-06-30,reversed,0.0,1,1,crm,2023-07-08 00:00:00,manual fix
PMT001516,INV00618,AC099,SUB00887,414.07,EUR,,409.43,4.14,bank,braintree,refund,1,3,2023-04-09 00:00:00,2023-04-08,,2023-04-16,success,,1,1,billing_sys,2023-04-16 00:00:00,customer dispute
PMT001517,,AC046,SUB00973,0.0,usd,0.8317,164.60999999999999,0.37,bank,adyen,charge,1,3,2023-09-05 00:00:00,2023-09-07,,,failed,1.0,1,0,crm,2023-09-15 00:00:00,manual fix
PMT001518,INV00500,AC151,SUB01045,477.31,EUR,0.8317,,2.63,stripe_cc,adyen,charge,1,4,2024-11-22 00:00:00,2024-11-23,,,reversed,,1,0,billing_sys,2024-11-26 00:00:00,
PMT001519,INV00814,AC098,SUB00577,86.87,USD,0.9944,,2.57,bank,stripe,refund,0,3,2024-03-29 00:00:00,,,,reversed,0.0,1,0,manual,2024-03-30 00:00:00,retry attempt
PMT001520,INV00449,AC136,SUB00597,0.0,,,230.76,2.91,paypal,stripe,charge,0,1,2024-09-01 00:00:00,2024-09-03,,,failed,,1,1,crm,2024-09-07 00:00:00,customer dispute
PMT001521,INV00710,AC119,,348.73,usd,,346.93,4.76,stripe_cc,stripe,charge,0,1,2023-08-19 00:00:00,2023-08-18,,,success,,1,0,crm,2023-08-22 00:00:00,retry attempt
PMT001522,,AC075,SUB00848,46.3,usd,,43.54,4.26,bank,braintree,reversal,1,1,2024-09-01 00:00:00,2024-09-06,,,success,1.0,0,0,manual,2024-09-07 00:00:00,manual fix
PMT001523,INV00556,AC011,SUB00965,428.31,USD,,424.04,4.97,card,adyen,refund,0,1,2023-10-04 00:00:00,2023-10-08,,2023-10-15,pending,,0,0,manual,2023-10-05 00:00:00,
PMT001524,INV00720,AC071,SUB01013,0.0,,0.9669,300.93,2.51,paypal,adyen,charge,1,4,2023-12-02 00:00:00,2023-12-06,2023-12-03,,failed,1.0,0,0,crm,2023-12-08 00:00:00,manual fix
PMT001525,INV00800,AC126,SUB00529,374.35,USD,0.8637,373.8,0.58,card,adyen,charge,1,1,2023-02-28 00:00:00,2023-03-04,,,reversed,,1,1,crm,2023-03-07 00:00:00,
PMT001526,INV00269,AC070,SUB00188,193.8,EUR,0.9116,,4.86,paypal,stripe,reversal,1,4,2024-07-24 00:00:00,2024-07-24,,,pending,0.0,0,1,billing_sys,2024-07-25 00:00:00,manual fix
PMT001527,INV00259,AC159,SUB00910,0.0,USD,,208.39999999999998,2.82,card,adyen,charge,0,4,2023-05-07 00:00:00,2023-05-08,,,failed,,0,1,manual,2023-05-07 00:00:00,
PMT001528,INV00232,AC153,SUB00958,183.17,,0.8419,,1.26,stripe_cc,stripe,refund,0,1,2024-03-15 00:00:00,2024-03-14,,,reversed,1.0,0,0,manual,2024-03-22 00:00:00,manual fix
PMT001529,INV00377,AC093,SUB00211,0.0,,0.9929,,2.14,bank,braintree,charge,0,2,2023-04-24 00:00:00,2023-04-22,2023-04-27,,failed,0.0,1,0,crm,2023-04-27 00:00:00,
PMT001530,INV00548,AC057,,92.47,,0.9122,87.99,3.39,card,stripe,reversal,0,3,2024-10-12 00:00:00,2024-10-12,2024-10-13,,pending,1.0,1,1,manual,2024-10-18 00:00:00,
PMT001531,,AC056,SUB00030,0.0,USD,,202.19,3.96,stripe_cc,braintree,charge,0,4,2024-06-30 00:00:00,2024-06-28,2024-07-01,,failed,1.0,0,0,crm,2024-07-05 00:00:00,
PMT001532,INV00424,AC039,SUB00832,450.01,EUR,0.9586,449.05,4.28,card,stripe,refund,0,4,2023-12-27 00:00:00,2023-12-26,,,success,0.0,0,0,manual,2023-12-29 00:00:00,retry attempt
PMT001533,INV00275,AC005,SUB01146,497.11,,1.1289,492.8,2.49,card,braintree,charge,1,1,2023-12-01 00:00:00,2023-12-03,,,success,0.0,0,1,crm,2023-12-06 00:00:00,
PMT001534,INV00775,AC002,,0.0,USD,,120.03999999999999,3.57,card,braintree,reversal,1,1,2023-10-27 00:00:00,2023-10-29,,,failed,,0,1,crm,2023-11-05 00:00:00,
PMT001535,INV00842,AC063,,30.21,,,27.560000000000002,0.12,stripe_cc,adyen,refund,1,1,2023-10-19 00:00:00,2023-10-21,,,pending,0.0,0,1,manual,2023-10-19 00:00:00,
PMT001536,INV00185,AC125,SUB00784,243.69,usd,1.0005,241.47,1.72,bank,stripe,charge,1,2,2024-09-30 00:00:00,2024-10-03,,,success,1.0,0,1,crm,2024-09-30 00:00:00,
PMT001537,INV00794,AC089,,278.66,EUR,,275.55,3.46,paypal,stripe,reversal,0,3,2023-07-13 00:00:00,2023-07-16,2023-07-16,2023-07-28,reversed,1.0,0,0,billing_sys,2023-07-13 00:00:00,customer dispute
PMT001538,INV00619,AC055,,189.97,usd,1.0801,,3.87,paypal,adyen,charge,1,2,2023-09-22 00:00:00,,,,pending,0.0,1,0,billing_sys,2023-10-01 00:00:00,
PMT001539,,AC078,SUB00253,406.54,usd,1.0439,406.11,3.23,card,braintree,charge,1,4,2024-01-20 00:00:00,2024-01-18,,,reversed,0.0,1,1,billing_sys,2024-01-26 00:00:00,manual fix
PMT001540,INV00431,AC142,SUB00754,484.52,USD,1.0335,479.94,1.91,bank,braintree,charge,1,4,2024-11-25 00:00:00,2024-11-26,2024-11-27,,pending,0.0,0,0,billing_sys,2024-11-28 00:00:00,
PMT001541,INV00584,AC099,,0.0,usd,1.0442,406.63,0.08,card,stripe,refund,0,4,2023-10-15 00:00:00,2023-10-15,,,failed,1.0,1,1,billing_sys,2023-10-22 00:00:00,retry attempt
PMT001542,INV00208,AC106,SUB00731,240.93,usd,0.9942,236.71,3.87,bank,stripe,charge,0,4,2024-02-03 00:00:00,,,,reversed,,0,1,crm,2024-02-10 00:00:00,
PMT001543,INV00577,AC130,SUB00848,0.0,usd,1.011,460.62,3.24,card,adyen,reversal,1,1,2024-10-08 00:00:00,,,,failed,1.0,0,0,crm,2024-10-17 00:00:00,
PMT001544,INV00024,AC109,SUB00154,136.8,,0.8627,133.47,3.05,stripe_cc,braintree,refund,0,2,2023-11-16 00:00:00,2023-11-16,,,pending,,0,0,crm,2023-11-24 00:00:00,
PMT001545,INV00046,AC070,SUB01094,454.62,usd,,450.64,2.7,stripe_cc,braintree,reversal,0,4,2024-09-24 00:00:00,,,,reversed,0.0,0,0,manual,2024-10-02 00:00:00,
PMT001546,INV00311,AC057,SUB01088,32.78,,0.8034,30.55,0.86,paypal,braintree,charge,1,1,2024-03-08 00:00:00,2024-03-12,,,reversed,,1,0,crm,2024-03-09 00:00:00,manual fix
