subtotal_amt,billing_period_start,created_at,currency,line_item_cnt,invoice_id,invoice_date,invoice_status,amount_paid,discount_amt,paid_dt,invoice_num,writeoff_flg,acct_id,subscription_id,billing_period_end,total_amt,amount_due,billing_freq_cd,due_dt,proration_flg,tax_amt
,2022-12-01,2022-12-01,USD,,1579,2022-12-02,failed,99.0,20.0,2022-12-02,INV8979,,AC159,142,2022-12-31,,29.0,annual,2024-07-23,,9.9
199.0,2022-04-14,2022-04-14,usd,3.0,1580,2022-04-15,failed,,,2020-03-26,INV-232930,,AC064,121,2022-05-14,,49.0,,2022-10-13,,2.9
29.0,2020-03-02,2020-03-02,,2.0,1581,2020-03-03,unpaid,,,,INV-251517,True,AC136,151,2020-04-01,,,Y,2021-12-15,True,
,2022-06-08,2022-06-08,usd,2.0,1582,2022-06-09,Paid,,0.0,,INV-198783,True,AC173,273,2022-07-08,,29.0,,2024-10-10,False,2.9
99.0,2021-12-06,2021-12-06,USD,3.0,1583,2021-12-07,Paid,49.0,10.0,2024-03-17,INV-940682,,AC109,417,2022-01-05,,29.0,monthly,2025-01-01,True,
,2024-07-14,2024-07-14,EUR,0.0,1584,2024-07-15,failed,49.0,0.0,,INV-221254,,AC163,437,2024-08-13,49.0,29.0,M,2024-07-24,,
,2023-03-16,2023-03-16,EUR,3.0,1585,2023-03-17,failed,99.0,,2020-01-01,INV-465937,,AC110,345,2023-04-15,49.0,29.0,,2020-02-07,False,2.9
,2022-03-27,2022-03-27,,1.0,1586,2022-03-28,failed,,5.0,,INV-980667,True,AC063,153,2022-04-26,,49.0,,2021-05-14,False,0.0
,2023-07-06,2023-07-06,usd,2.0,1587,2023-07-07,unpaid,49.0,,2023-07-13,INV-908774,True,AC096,42,2023-08-05,,29.0,M,2022-09-16,True,4.9
49.0,2020-01-03,2020-01-03,usd,2.0,1588,2020-01-04,Paid,,5.0,2024-10-29,INV-131838,False,AC088,7,2020-02-02,53.9,,,2022-05-17,True,9.9
,2020-05-08,2020-05-08,EUR,1.0,1589,2020-05-09,paid,0.0,5.0,,INV-412734,False,AC097,57,2020-06-07,,29.0,M,2022-04-24,True,
99.0,2020-06-15,2020-06-15,USD,2.0,1590,2020-06-16,paid,29.0,0.0,,INV-126474,False,AC148,198,2020-07-15,,99.0,monthly,2023-02-25,True,0.0
99.0,2022-02-07,2022-02-07,,1.0,1591,2022-02-08,paid,,,2024-04-09,INV3068,False,AC098,541,2022-03-09,99.0,29.0,,,True,2.9
49.0,2021-08-23,2021-08-23,usd,2.0,1592,2021-08-24,Paid,29.0,20.0,,INV-516374,,AC010,75,2021-09-22,29.0,99.0,,2023-05-06,,9.9
49.0,2024-05-03,2024-05-03,usd,1.0,1593,2024-05-04,Paid,,10.0,2022-11-02,INV-313679,False,AC108,182,2024-06-02,39.0,49.0,monthly,2023-11-10,True,0.0
29.0,2023-07-08,2023-07-08,EUR,0.0,1594,2023-07-09,failed,99.0,10.0,,INV-398195,False,AC145,148,2023-08-07,49.0,29.0,annual,2020-11-18,True,
49.0,2021-07-07,2021-07-07,usd,,1595,2021-07-08,failed,0.0,0.0,2023-03-19,INV-736755,,AC074,18,2021-08-06,49.0,,monthly,2020-07-01,False,0.0
,2022-03-11,2022-03-11,EUR,,1596,2022-03-12,Paid,0.0,5.0,2023-11-21,INV-647912,True,,167,2022-04-10,,29.0,M,2024-01-17,,0.0
49.0,2024-04-11,2024-04-11,EUR,2.0,1597,2024-04-12,failed,,5.0,2021-11-12,INV-391832,,AC179,422,2024-05-11,48.9,49.0,M,,,4.9
,2020-02-09,2020-02-09,usd,0.0,1598,2020-02-10,paid,0.0,5.0,,INV-211378,True,AC077,95,2020-03-10,,,monthly,2024-02-02,False,4.9
99.0,2020-11-25,2020-11-25,usd,,1599,2020-11-26,failed,29.0,5.0,,INV1400,True,AC148,69,2020-12-25,94.0,99.0,M,2020-07-30,True,0.0
49.0,2020-05-17,2020-05-17,usd,,1600,2020-05-18,unpaid,49.0,,,INV-509050,True,AC092,200,2020-06-16,,49.0,Y,2024-10-01,True,
199.0,2020-07-01,2020-07-01,EUR,,1601,2020-07-02,unpaid,99.0,20.0,,INV-899696,True,AC104,136,2020-07-31,,99.0,M,2022-11-01,,
29.0,2021-12-07,2021-12-07,USD,3.0,1602,2021-12-08,Paid,0.0,10.0,2024-12-16,INV-958555,,AC005,411,2022-01-06,,29.0,Y,2022-03-04,True,0.0
49.0,2020-01-22,2020-01-22,USD,3.0,1603,2020-01-23,unpaid,29.0,5.0,,INV-429935,,AC075,210,2020-02-21,29.0,49.0,Y,2024-01-31,,2.9
99.0,2020-01-01,2020-01-01,usd,2.0,1604,2020-01-02,unpaid,49.0,20.0,,INV-980031,False,AC051,389,2020-01-31,81.9,29.0,M,2024-05-24,False,2.9
49.0,2024-08-16,2024-08-16,usd,,1605,2024-08-17,Paid,49.0,0.0,,INV-359608,True,AC027,526,2024-09-15,53.9,99.0,M,,,4.9
29.0,2023-01-23,2023-01-23,EUR,1.0,1606,2023-01-24,unpaid,29.0,5.0,2020-07-12,INV-629454,True,AC055,354,2023-02-22,,,Y,2021-11-29,,
,2022-07-05,2022-07-05,,,1607,2022-07-06,paid,99.0,10.0,,INV-326372,,AC020,77,2022-08-04,,99.0,Y,2023-08-12,,2.9
49.0,2024-01-26,2024-01-26,EUR,1.0,1608,2024-01-27,Paid,29.0,5.0,2024-05-14,INV-504229,True,AC128,173,2024-02-25,29.0,99.0,Y,2020-10-21,False,2.9
49.0,2021-08-25,2021-08-25,usd,2.0,1609,2021-08-26,failed,29.0,0.0,2022-01-26,INV-817985,False,AC094,523,2021-09-24,,29.0,annual,,,
199.0,2021-08-06,2021-08-06,EUR,,1610,2021-08-07,failed,0.0,0.0,,INV-678605,False,AC036,55,2021-09-05,199.0,49.0,annual,,,0.0
,2024-08-30,2024-08-30,USD,3.0,1611,2024-08-31,unpaid,0.0,0.0,2024-01-16,INV-259551,,AC055,105,2024-09-29,,,annual,2021-06-21,,
49.0,2022-08-06,2022-08-06,USD,0.0,1612,2022-08-07,paid,49.0,10.0,,INV-127555,,AC046,512,2022-09-05,29.0,49.0,annual,2020-03-12,,4.9
99.0,2024-09-03,2024-09-03,EUR,3.0,1613,2024-09-04,paid,0.0,20.0,,INV-823243,True,AC018,166,2024-10-03,81.9,29.0,Y,2023-05-29,False,2.9
49.0,2023-07-10,2023-07-10,usd,1.0,1614,2023-07-11,unpaid,,10.0,2020-12-07,INV-923445,,AC123,199,2023-08-09,29.0,99.0,,2022-05-21,False,0.0
49.0,2023-03-18,2023-03-18,usd,1.0,1615,2023-03-19,unpaid,,0.0,2021-01-07,INV-547269,,AC087,349,2023-04-17,53.9,,,2022-10-03,False,4.9
199.0,2024-04-01,2024-04-01,EUR,,1616,2024-04-02,paid,,,,INV-368433,True,AC013,437,2024-05-01,,49.0,monthly,2021-05-21,True,2.9
,2024-10-02,2024-10-02,,1.0,1617,2024-10-03,Paid,,20.0,2020-10-07,INV-331616,True,AC001,528,2024-11-01,,49.0,Y,2024-01-26,,9.9
49.0,2020-02-29,2020-02-29,usd,,1618,2020-03-01,paid,,5.0,2023-12-27,INV4650,,AC126,347,2020-03-30,46.9,49.0,monthly,2024-05-14,True,2.9
,2022-10-06,2022-10-06,usd,2.0,1619,2022-10-07,Paid,29.0,,,INV-663309,True,AC024,439,2022-11-05,,,annual,2023-10-03,,9.9
99.0,2023-12-04,2023-12-04,EUR,2.0,1620,2023-12-05,Paid,0.0,,2022-10-08,INV-501215,True,AC155,63,2024-01-03,,,Y,2023-10-05,False,9.9
99.0,2022-11-27,2022-11-27,USD,1.0,1621,2022-11-28,Paid,99.0,0.0,2020-11-29,INV-468906,True,AC057,151,2022-12-27,99.0,29.0,M,2021-11-20,False,0.0
99.0,2023-01-12,2023-01-12,EUR,1.0,1622,2023-01-13,unpaid,49.0,0.0,,INV-745760,False,AC108,148,2023-02-11,103.9,29.0,monthly,2023-11-09,True,4.9
,2023-07-12,2023-07-12,USD,1.0,1623,2023-07-13,Paid,49.0,20.0,2023-09-15,INV-326625,,AC049,358,2023-08-11,,99.0,Y,2021-04-15,,9.9
29.0,2023-10-22,2023-10-22,usd,,1624,2023-10-23,paid,99.0,20.0,,INV-388298,True,AC094,375,2023-11-21,11.899999999999999,29.0,Y,2024-08-11,,2.9
,2023-11-07,2023-11-07,EUR,2.0,1625,2023-11-08,paid,,20.0,2020-04-28,INV-239133,False,AC107,272,2023-12-07,,,monthly,2023-05-20,,2.9
99.0,2022-12-06,2022-12-06,EUR,,1626,2022-12-07,failed,,,,INV-163805,False,AC090,179,2023-01-05,,29.0,annual,2020-08-30,True,
,2023-03-08,2023-03-08,USD,2.0,1627,2023-03-09,failed,,5.0,2022-03-02,INV-866330,True,AC081,408,2023-04-07,29.0,,,2020-05-07,,9.9
199.0,2021-04-26,2021-04-26,USD,1.0,1628,2021-04-27,unpaid,,5.0,,INV-951694,,AC148,441,2021-05-26,,99.0,,2024-10-13,,
29.0,2020-09-16,2020-09-16,EUR,,1629,2020-09-17,Paid,29.0,,,INV9541,,AC076,39,2020-10-16,29.0,99.0,,2020-12-07,True,4.9
,2024-01-12,2024-01-12,,0.0,1630,2024-01-13,failed,49.0,20.0,2021-04-18,INV-396959,False,AC004,257,2024-02-11,,99.0,Y,2024-03-20,,9.9
99.0,2024-09-28,2024-09-28,,1.0,1631,2024-09-29,failed,29.0,20.0,2022-08-23,INV-142933,False,AC054,525,2024-10-28,81.9,29.0,,,True,2.9
,2022-07-14,2022-07-14,usd,1.0,1632,2022-07-15,paid,29.0,10.0,2024-11-03,INV-438199,,AC055,520,2022-08-13,,,,2023-02-25,True,0.0
99.0,2022-01-01,2022-01-01,usd,1.0,1633,2022-01-02,Paid,,5.0,,INV-460307,False,,184,2022-01-31,99.0,49.0,monthly,2024-04-19,,
29.0,2022-03-10,2022-03-10,EUR,3.0,1634,2022-03-11,paid,,5.0,2023-05-25,INV-397005,False,AC029,490,2022-04-09,26.9,49.0,annual,2021-02-15,True,2.9
29.0,2023-06-14,2023-06-14,USD,1.0,1635,2023-06-15,paid,0.0,20.0,2022-09-09,INV-258513,,AC061,463,2023-07-14,49.0,99.0,,2021-09-24,True,2.9
29.0,2024-01-13,2024-01-13,usd,1.0,1636,2024-01-14,Paid,,20.0,,INV-741888,True,AC020,473,2024-02-12,99.0,,M,2021-02-22,,4.9
29.0,2023-01-14,2023-01-14,usd,2.0,1637,2023-01-15,unpaid,,20.0,,INV-786671,,AC166,154,2023-02-13,11.899999999999999,,Y,2020-11-07,False,2.9
99.0,2024-09-10,2024-09-10,EUR,1.0,1638,2024-09-11,Paid,,0.0,2024-02-27,INV-374793,True,AC164,133,2024-10-10,99.0,99.0,Y,2021-04-01,,0.0
29.0,2024-03-15,2024-03-15,USD,2.0,1639,2024-03-16,Paid,,10.0,,INV-481113,,AC003,40,2024-04-14,19.0,99.0,,2020-06-09,,0.0
29.0,2023-08-10,2023-08-10,USD,3.0,1640,2023-08-11,failed,99.0,,,INV-598922,,AC119,191,2023-09-09,,49.0,annual,2022-10-16,False,9.9
49.0,2020-03-02,2020-03-02,,1.0,1641,2020-03-03,Paid,0.0,0.0,2020-04-22,INV-843040,True,AC018,370,2020-04-01,49.0,,M,2022-03-17,,0.0
99.0,2023-03-11,2023-03-11,EUR,2.0,1642,2023-03-12,failed,29.0,,2024-09-08,INV-377576,True,AC122,40,2023-04-10,,29.0,Y,2023-11-14,,2.9
199.0,2023-01-14,2023-01-14,,3.0,1643,2023-01-15,failed,99.0,10.0,,INV-507033,,AC151,181,2023-02-13,29.0,99.0,annual,2022-10-14,True,2.9
29.0,2021-01-08,2021-01-08,usd,1.0,1644,2021-01-09,unpaid,0.0,20.0,,INV-129729,,AC091,537,2021-02-07,13.899999999999999,,annual,,,4.9
29.0,2020-10-14,2020-10-14,EUR,0.0,1645,2020-10-15,unpaid,49.0,20.0,,INV-451973,True,AC127,362,2020-11-13,11.899999999999999,99.0,M,2024-07-03,False,2.9
49.0,2023-10-31,2023-10-31,EUR,2.0,1646,2023-11-01,unpaid,0.0,10.0,2022-03-01,INV-994155,True,AC072,546,2023-11-30,41.9,99.0,Y,2020-07-04,False,2.9
49.0,2023-01-23,2023-01-23,EUR,0.0,1647,2023-01-24,failed,0.0,5.0,,INV-513197,,AC065,106,2023-02-22,99.0,99.0,,2023-07-10,False,0.0
99.0,2020-06-12,2020-06-12,,0.0,1648,2020-06-13,Paid,,5.0,2024-01-13,INV-973975,True,AC122,336,2020-07-12,,49.0,,2022-08-30,,9.9
,2020-12-30,2020-12-30,EUR,1.0,1649,2020-12-31,Paid,49.0,20.0,2023-10-25,INV-250902,,AC072,352,2021-01-29,,,annual,2020-03-30,True,0.0
,2023-04-21,2023-04-21,,0.0,1650,2023-04-22,paid,99.0,10.0,2020-01-08,INV9338,False,AC054,227,2023-05-21,29.0,49.0,M,2023-06-14,False,4.9
49.0,2021-04-02,2021-04-02,usd,2.0,1651,2021-04-03,failed,,5.0,2020-07-21,INV-455799,False,AC066,517,2021-05-02,53.9,29.0,M,2022-07-07,,9.9
,2022-01-19,2022-01-19,,2.0,1652,2022-01-20,Paid,,5.0,,INV-748780,,AC070,27,2022-02-18,,,Y,2023-04-09,True,9.9
,2024-10-07,2024-10-07,,3.0,1653,2024-10-08,Paid,,0.0,,INV7593,True,AC001,333,2024-11-06,29.0,29.0,monthly,2023-01-21,,9.9
99.0,2024-05-02,2024-05-02,USD,1.0,1654,2024-05-03,unpaid,49.0,,2020-12-02,INV-982422,False,AC143,295,2024-06-01,49.0,99.0,monthly,2020-05-15,False,9.9
49.0,2021-09-19,2021-09-19,usd,2.0,1655,2021-09-20,Paid,29.0,,2024-02-01,INV-465608,False,AC176,123,2021-10-19,,29.0,monthly,2024-08-02,False,0.0
,2020-12-03,2020-12-03,,2.0,1656,2020-12-04,unpaid,,0.0,2022-06-25,INV-246033,False,AC071,49,2021-01-02,,49.0,,2024-10-06,,9.9
,2021-07-05,2021-07-05,EUR,1.0,1657,2021-07-06,Paid,99.0,10.0,,INV-378592,True,AC166,39,2021-08-04,,29.0,,2022-10-11,,2.9
49.0,2021-09-21,2021-09-21,usd,1.0,1658,2021-09-22,paid,99.0,20.0,,INV-878640,False,AC162,91,2021-10-21,49.0,99.0,annual,2022-06-23,,
99.0,2021-10-31,2021-10-31,EUR,0.0,1659,2021-11-01,unpaid,29.0,20.0,,INV-906769,True,AC007,336,2021-11-30,88.9,49.0,,2021-11-09,True,9.9
29.0,2022-01-19,2022-01-19,USD,1.0,1660,2022-01-20,unpaid,0.0,5.0,,INV-542679,,AC049,220,2022-02-18,33.9,,annual,2024-05-18,,9.9
29.0,2024-06-23,2024-06-23,USD,3.0,1661,2024-06-24,paid,99.0,,,INV9125,,AC056,437,2024-07-23,,,,2024-03-19,,2.9
29.0,2023-06-25,2023-06-25,,2.0,1662,2023-06-26,paid,29.0,10.0,,INV-699768,True,AC135,273,2023-07-25,28.9,49.0,,2022-10-21,True,9.9
49.0,2020-03-13,2020-03-13,usd,1.0,1663,2020-03-14,paid,0.0,5.0,2021-08-27,INV-135252,,AC023,363,2020-04-12,53.9,49.0,annual,2024-08-15,False,9.9
99.0,2023-11-26,2023-11-26,USD,0.0,1664,2023-11-27,unpaid,,,,INV-229249,,AC161,537,2023-12-26,,,M,2022-04-11,False,2.9
99.0,2024-03-31,2024-03-31,,2.0,1665,2024-04-01,unpaid,99.0,10.0,2024-08-13,INV-234139,True,AC162,490,2024-04-30,93.9,29.0,Y,2024-01-21,False,4.9
99.0,2021-04-26,2021-04-26,EUR,,1666,2021-04-27,unpaid,0.0,5.0,2024-07-27,INV4665,,AC068,527,2021-05-26,29.0,99.0,,2021-05-19,,
49.0,2021-11-08,2021-11-08,,1.0,1667,2021-11-09,Paid,29.0,,,INV-341562,False,AC011,439,2021-12-08,,,Y,2024-06-03,True,9.9
99.0,2024-06-10,2024-06-10,,2.0,1668,2024-06-11,unpaid,99.0,5.0,2023-06-06,INV-340275,False,AC141,461,2024-07-10,98.9,,,2021-11-23,,4.9
199.0,2020-10-10,2020-10-10,,3.0,1669,2020-10-11,failed,,10.0,,INV-695527,True,,505,2020-11-09,193.9,99.0,Y,2022-03-31,,4.9
29.0,2023-01-13,2023-01-13,,3.0,1670,2023-01-14,failed,99.0,0.0,,INV3972,,AC002,348,2023-02-12,38.9,,,,True,9.9
,2020-12-30,2020-12-30,USD,1.0,1671,2020-12-31,paid,99.0,5.0,,INV-404113,,AC026,515,2021-01-29,,49.0,M,2020-10-11,True,9.9
,2024-07-21,2024-07-21,EUR,1.0,1672,2024-07-22,paid,29.0,20.0,,INV-916122,True,AC025,439,2024-08-20,49.0,99.0,M,2021-05-30,False,
29.0,2020-03-21,2020-03-21,,2.0,1673,2020-03-22,unpaid,99.0,,,INV-527616,False,AC112,44,2020-04-20,,49.0,,2021-01-26,False,2.9
49.0,2023-04-15,2023-04-15,EUR,1.0,1674,2023-04-16,paid,49.0,20.0,,INV-707495,,AC099,238,2023-05-15,29.0,29.0,annual,2021-04-14,False,2.9
99.0,2024-06-24,2024-06-24,EUR,2.0,1675,2024-06-25,paid,29.0,10.0,2020-02-04,INV-112962,True,AC142,334,2024-07-24,89.0,99.0,annual,2022-02-04,True,0.0
99.0,2021-10-25,2021-10-25,EUR,1.0,1676,2021-10-26,Paid,29.0,,2022-04-25,INV-588919,False,AC006,349,2021-11-24,,,Y,2023-07-31,True,
29.0,2023-02-11,2023-02-11,,,1677,2023-02-12,failed,99.0,,2023-06-14,INV-344170,,AC089,187,2023-03-13,99.0,29.0,monthly,2020-01-01,,9.9
29.0,2024-10-09,2024-10-09,usd,0.0,1678,2024-10-10,unpaid,0.0,20.0,2020-07-28,INV-287727,,AC019,533,2024-11-08,99.0,,,2022-01-11,True,9.9
49.0,2022-10-20,2022-10-20,usd,2.0,1679,2022-10-21,failed,0.0,10.0,,INV-826473,,AC003,228,2022-11-19,,,annual,2024-07-16,False,
,2023-08-10,2023-08-10,EUR,0.0,1680,2023-08-11,failed,29.0,5.0,,INV-127839,True,AC017,424,2023-09-09,,49.0,Y,2024-02-13,False,0.0
199.0,2024-09-28,2024-09-28,,0.0,1681,2024-09-29,unpaid,99.0,20.0,2021-02-13,INV-556431,,AC155,528,2024-10-28,188.9,49.0,Y,2024-04-21,,9.9
99.0,2020-05-22,2020-05-22,USD,0.0,1682,2020-05-23,unpaid,49.0,20.0,,INV-847819,False,,539,2020-06-21,88.9,49.0,Y,2022-09-05,False,9.9
99.0,2021-01-24,2021-01-24,EUR,,1683,2021-01-25,paid,49.0,0.0,,INV-883884,,AC157,65,2021-02-23,99.0,49.0,annual,2021-11-11,,0.0
,2023-07-07,2023-07-07,usd,,1684,2023-07-08,paid,29.0,0.0,,INV-817975,False,AC178,313,2023-08-06,,29.0,monthly,2023-02-22,True,2.9
99.0,2020-07-03,2020-07-03,,2.0,1685,2020-07-04,Paid,0.0,5.0,,INV-636903,False,AC072,533,2020-08-02,98.9,49.0,annual,2020-04-27,,4.9
99.0,2020-11-23,2020-11-23,USD,0.0,1686,2020-11-24,unpaid,99.0,20.0,,INV-794391,False,AC041,209,2020-12-23,81.9,,Y,2024-12-12,True,2.9
49.0,2024-04-19,2024-04-19,USD,1.0,1687,2024-04-20,Paid,,,,INV-737166,False,AC154,483,2024-05-19,,,M,2024-07-25,True,4.9
29.0,2020-12-28,2020-12-28,usd,0.0,1688,2020-12-29,failed,0.0,20.0,2020-05-04,INV-736050,True,,186,2021-01-27,11.899999999999999,99.0,monthly,2022-04-25,,2.9
99.0,2021-06-17,2021-06-17,EUR,0.0,1689,2021-06-18,Paid,0.0,5.0,,INV-561401,False,AC113,372,2021-07-17,,99.0,Y,2020-02-25,True,0.0
,2020-11-12,2020-11-12,USD,,1690,2020-11-13,Paid,49.0,10.0,,INV-103903,True,AC008,34,2020-12-12,49.0,99.0,M,,,4.9
29.0,2022-02-22,2022-02-22,USD,2.0,1691,2022-02-23,unpaid,0.0,5.0,,INV4369,False,AC063,247,2022-03-24,,29.0,monthly,,,
99.0,2024-01-11,2024-01-11,EUR,2.0,1692,2024-01-12,paid,0.0,10.0,,INV-196334,True,AC085,451,2024-02-10,29.0,29.0,M,2023-02-03,True,
199.0,2022-07-25,2022-07-25,EUR,3.0,1693,2022-07-26,unpaid,0.0,0.0,,INV-354011,False,AC107,221,2022-08-24,,49.0,monthly,2021-07-03,False,9.9
,2024-09-11,2024-09-11,EUR,1.0,1694,2024-09-12,unpaid,49.0,10.0,2020-03-24,INV-944198,False,AC118,30,2024-10-11,,99.0,monthly,2021-06-10,False,
29.0,2023-03-26,2023-03-26,USD,,1695,2023-03-27,Paid,49.0,,2022-07-02,INV1446,,AC100,220,2023-04-25,,,Y,2020-10-27,True,2.9
99.0,2024-06-25,2024-06-25,EUR,3.0,1696,2024-06-26,unpaid,99.0,0.0,,INV-224420,False,AC015,335,2024-07-25,29.0,29.0,M,2022-10-21,True,0.0
49.0,2021-04-29,2021-04-29,EUR,1.0,1697,2021-04-30,unpaid,99.0,20.0,,INV-963634,,,171,2021-05-29,33.9,99.0,annual,2020-09-09,False,4.9
29.0,2021-10-17,2021-10-17,USD,3.0,1698,2021-10-18,Paid,0.0,,,INV-226340,True,AC132,316,2021-11-16,,99.0,,2022-12-10,,2.9
199.0,2024-01-24,2024-01-24,EUR,3.0,1699,2024-01-25,Paid,49.0,0.0,2023-11-06,INV-309435,True,,475,2024-02-23,203.9,,annual,2022-03-10,False,4.9
,2021-08-16,2021-08-16,,2.0,1700,2021-08-17,failed,,5.0,,INV-482586,True,AC115,254,2021-09-15,,29.0,M,2024-04-14,False,0.0
29.0,2024-11-07,2024-11-07,USD,,1701,2024-11-08,unpaid,,10.0,,INV-937262,True,AC045,260,2024-12-07,28.9,,,2024-07-11,,9.9
49.0,2022-07-04,2022-07-04,EUR,,1702,2022-07-05,Paid,49.0,0.0,,INV8450,,AC108,450,2022-08-03,58.9,29.0,,2021-04-21,,9.9
99.0,2020-05-23,2020-05-23,EUR,1.0,1703,2020-05-24,Paid,99.0,20.0,,INV-634609,False,,166,2020-06-22,81.9,29.0,M,2024-09-01,False,2.9
49.0,2024-04-04,2024-04-04,EUR,,1704,2024-04-05,Paid,29.0,0.0,2024-01-10,INV-663857,True,AC004,540,2024-05-04,53.9,,monthly,2024-04-26,True,4.9
99.0,2023-12-20,2023-12-20,EUR,2.0,1705,2023-12-21,unpaid,,5.0,2024-04-06,INV-157443,True,AC126,335,2024-01-19,94.0,49.0,M,,True,0.0
199.0,2020-11-01,2020-11-01,,0.0,1706,2020-11-02,Paid,49.0,20.0,,INV-403807,,AC085,29,2020-12-01,179.0,29.0,Y,2021-01-10,True,0.0
29.0,2024-02-02,2024-02-02,USD,2.0,1707,2024-02-03,paid,49.0,20.0,,INV-679162,True,AC076,56,2024-03-03,11.899999999999999,49.0,annual,2021-04-08,,2.9
49.0,2021-06-27,2021-06-27,usd,3.0,1708,2021-06-28,failed,,0.0,2020-07-04,INV-599780,True,AC046,501,2021-07-27,53.9,,,2023-08-22,True,4.9
29.0,2023-11-01,2023-11-01,,,1709,2023-11-02,unpaid,,10.0,,INV-966656,True,AC055,216,2023-12-01,28.9,99.0,Y,2020-04-28,False,9.9
199.0,2021-04-29,2021-04-29,USD,2.0,1710,2021-04-30,unpaid,29.0,,,INV-589905,True,AC035,548,2021-05-29,49.0,,monthly,2020-03-15,False,0.0
49.0,2020-02-05,2020-02-05,usd,3.0,1711,2020-02-06,paid,49.0,20.0,,INV-946628,False,AC048,285,2020-03-06,29.0,99.0,,2021-12-01,True,0.0
199.0,2024-07-26,2024-07-26,USD,,1712,2024-07-27,failed,0.0,10.0,,INV-181383,True,AC063,329,2024-08-25,,29.0,,,False,
29.0,2024-09-06,2024-09-06,USD,0.0,1713,2024-09-07,paid,,20.0,2023-02-04,INV-769759,False,AC032,167,2024-10-06,,49.0,Y,,True,
99.0,2024-05-14,2024-05-14,,0.0,1714,2024-05-15,paid,,20.0,,INV-762241,True,AC112,153,2024-06-13,88.9,49.0,Y,2024-05-01,True,9.9
,2020-07-08,2020-07-08,,3.0,1715,2020-07-09,unpaid,0.0,5.0,2020-07-10,INV-225397,False,AC085,311,2020-08-07,,49.0,,2021-03-19,,2.9
199.0,2020-04-26,2020-04-26,usd,1.0,1716,2020-04-27,Paid,,,,INV-761153,False,AC030,202,2020-05-26,,29.0,,2022-04-10,False,9.9
99.0,2020-06-18,2020-06-18,USD,,1717,2020-06-19,unpaid,29.0,10.0,2023-08-22,INV-964103,True,AC160,216,2020-07-18,91.9,,M,2023-01-11,True,2.9
199.0,2022-03-25,2022-03-25,USD,2.0,1718,2022-03-26,unpaid,49.0,5.0,,INV-561310,False,AC050,50,2022-04-24,203.9,49.0,M,2024-03-26,,9.9
,2020-11-18,2020-11-18,usd,1.0,1719,2020-11-19,unpaid,0.0,,,INV-369411,False,AC046,121,2020-12-18,,,annual,2022-10-26,,2.9
29.0,2020-04-19,2020-04-19,USD,1.0,1720,2020-04-20,Paid,29.0,10.0,2021-06-22,INV-625745,False,AC018,118,2020-05-19,21.9,29.0,,2023-08-16,True,2.9
199.0,2022-04-04,2022-04-04,USD,2.0,1721,2022-04-05,paid,49.0,,,INV-580535,False,AC153,108,2022-05-04,,49.0,annual,2020-11-13,False,
29.0,2023-06-18,2023-06-18,,1.0,1722,2023-06-19,Paid,49.0,10.0,,INV-394270,,AC037,33,2023-07-18,49.0,,,2024-07-02,,
199.0,2021-05-24,2021-05-24,,1.0,1723,2021-05-25,unpaid,29.0,10.0,,INV-323109,True,AC038,203,2021-06-23,29.0,49.0,annual,,False,
99.0,2022-06-02,2022-06-02,USD,1.0,1724,2022-06-03,unpaid,49.0,,2021-10-28,INV-359457,False,AC016,390,2022-07-02,,99.0,,2020-07-01,False,0.0
99.0,2022-07-21,2022-07-21,,,1725,2022-07-22,unpaid,49.0,,2021-04-08,INV-456793,False,,309,2022-08-20,29.0,29.0,M,2020-02-28,False,9.9
,2020-07-24,2020-07-24,usd,2.0,1726,2020-07-25,unpaid,29.0,0.0,2022-08-30,INV-963138,,AC164,93,2020-08-23,,99.0,Y,2020-11-05,,0.0
99.0,2021-11-21,2021-11-21,EUR,,1727,2021-11-22,failed,49.0,0.0,,INV-693612,False,AC099,9,2021-12-21,99.0,99.0,Y,2021-04-10,,0.0
99.0,2022-02-08,2022-02-08,EUR,3.0,1728,2022-02-09,failed,,20.0,2022-05-31,INV7920,True,AC127,132,2022-03-10,88.9,29.0,,2023-08-28,,9.9
49.0,2021-12-17,2021-12-17,EUR,0.0,1729,2021-12-18,failed,29.0,5.0,,INV-980382,,AC090,390,2022-01-16,48.9,29.0,,2023-08-30,False,4.9
99.0,2020-09-19,2020-09-19,EUR,2.0,1730,2020-09-20,Paid,29.0,20.0,,INV-241763,True,AC045,509,2020-10-19,81.9,29.0,Y,2020-01-26,True,2.9
49.0,2020-08-30,2020-08-30,usd,3.0,1731,2020-08-31,failed,49.0,10.0,2023-03-10,INV-492703,True,AC162,146,2020-09-29,43.9,99.0,Y,2022-04-05,True,4.9
29.0,2023-01-30,2023-01-30,,0.0,1732,2023-01-31,unpaid,0.0,,2021-06-26,INV9545,False,AC038,335,2023-03-01,,99.0,,2020-12-20,True,2.9
29.0,2021-03-10,2021-03-10,EUR,,1733,2021-03-11,paid,29.0,,,INV3889,True,AC086,28,2021-04-09,,99.0,monthly,2024-05-19,False,
49.0,2020-10-15,2020-10-15,USD,3.0,1734,2020-10-16,failed,0.0,0.0,2021-10-27,INV-264168,True,AC172,494,2020-11-14,53.9,29.0,M,2021-08-24,,4.9
