sub_id,acct_id,plan_id,plan_cd,usr_id,sub_start_dt,sub_end_dt,cancel_dt,trial_end_dt,sub_status_cd,auto_renew_flg,grace_period_flg,billable_flg,manual_override_flg,mrr_amt,currency_cd,billing_freq_cd,seat_qty,discount_pct,contract_term_mo,last_plan_chg_dt,orig_plan_cd,chg_cnt,linked_sub_id,created_sys_cd,created_ts,last_upd_ts,notes_txt
SUB001293,AC050,PLN0014,growth_2,USR00455,2021-05-30,,2021-05-28,2021-06-06,trial,0,1,1,1,0.0,USD,A,5.0,0.0,24.0,2021-11-30,basic_1,2,,billing,2021-05-30 00:00:00,2022-04-14 00:00:00,legacy migration
SUB001294,AC140,PLN0029,starter_1,USR00827,2021-06-11,,,,canceled,0,1,0,0,0.0,USD,A,,10.0,24.0,2022-08-17,basic_1,3,,billing,2021-06-11 00:00:00,2022-04-28 00:00:00,
SUB001295,AC048,PLN0009,starter_1,USR00362,2023-05-31,,,,active,0,0,0,1,0.0,USD,monthly,1.0,20.0,24.0,2024-09-16,starter_1,0,,billing,2023-05-31 00:00:00,2025-03-22 00:00:00,legacy migration
SUB001296,AC080,,basic_1,,2021-06-01,2022-09-22,2022-09-22,2021-06-15,active,1,0,1,0,79.57,USD,A,50.0,0.0,12.0,2022-07-08,basic_1,1,,billing,2021-06-01 00:00:00,2021-09-09 00:00:00,
SUB001297,AC065,PLN0008,enterprise_3,USR00761,2021-03-17,,,2021-03-31,canceled,1,1,1,0,137.91,USD,A,1.0,10.0,,2021-09-26,starter_1,4,,billing,2021-03-17 00:00:00,2023-04-05 00:00:00,legacy migration
SUB001298,AC079,PLN0048,pro_2,USR00029,2023-04-13,2023-06-22,2023-06-22,,active,1,1,1,1,0.0,USD,A,5.0,0.0,1.0,2023-10-14,basic_1,2,,crm,2023-04-13 00:00:00,2023-07-19 00:00:00,
SUB001299,AC125,PLN0021,pro_2,,2023-06-14,,,2023-06-21,active,1,0,1,1,0.0,USD,monthly,50.0,10.0,12.0,2023-10-02,basic_1,4,,billing,2023-06-14 00:00:00,2024-01-04 00:00:00,legacy migration
SUB001300,AC024,PLN0014,enterprise_3,USR00437,2023-04-25,,2023-08-22,,trial,1,1,1,1,0.0,USD,monthly,1.0,10.0,12.0,2023-09-07,basic_1,5,,billing,2023-04-25 00:00:00,2023-05-19 00:00:00,
SUB001301,AC110,PLN0026,growth_2,USR00273,2022-06-28,,,,active,0,1,0,1,278.1,USD,monthly,10.0,20.0,24.0,2022-07-25,starter_1,2,,billing,2022-06-28 00:00:00,2024-04-27 00:00:00,
SUB001302,AC130,PLN0007,growth_2,USR00228,2021-02-06,,,2021-03-08,trial,0,0,0,1,0.0,USD,monthly,50.0,,1.0,2022-02-23,basic_1,5,,crm,2021-02-06 00:00:00,2022-05-28 00:00:00,legacy migration
SUB001303,AC075,PLN0026,enterprise_3,USR00238,2021-02-05,,,,trial,0,1,0,1,155.25,USD,monthly,5.0,20.0,24.0,2022-04-26,basic_1,0,,crm,2021-02-05 00:00:00,2021-03-07 00:00:00,manual correction
SUB001304,AC179,PLN0048,basic_1,USR00648,2023-01-15,,,,canceled,0,1,0,1,0.0,USD,M,50.0,0.0,12.0,2024-03-26,basic_1,5,SUB001763,crm,2023-01-15 00:00:00,2023-11-14 00:00:00,
SUB001305,AC154,PLN0054,basic_1,USR00763,2022-03-28,2022-11-03,2022-11-03,,active,0,1,0,0,83.33,USD,M,5.0,20.0,1.0,2023-06-13,starter_1,0,,billing,2022-03-28 00:00:00,2023-06-09 00:00:00,
SUB001306,AC083,PLN0007,pro_2,USR00806,2022-12-03,,,,canceled,0,0,0,1,231.05,USD,A,50.0,10.0,1.0,2023-09-02,starter_1,1,,billing,2022-12-03 00:00:00,2024-03-12 00:00:00,legacy migration
SUB001307,AC103,PLN0029,basic_1,USR00360,2021-11-21,2023-05-02,2023-05-02,2021-11-28,canceled,1,0,0,0,0.0,USD,monthly,50.0,0.0,1.0,2022-10-30,starter_1,5,,crm,2021-11-21 00:00:00,2022-08-26 00:00:00,
SUB001308,AC066,PLN0035,starter_1,USR00655,2023-03-13,,,,canceled,1,0,0,1,0.0,USD,M,10.0,10.0,,2023-08-15,starter_1,2,,billing,2023-03-13 00:00:00,2024-04-25 00:00:00,
SUB001309,AC024,PLN0050,pro_2,USR00289,2022-01-11,,,,canceled,0,0,0,0,0.0,USD,A,10.0,20.0,1.0,2023-01-17,starter_1,3,,crm,2022-01-11 00:00:00,2023-12-31 00:00:00,legacy migration
SUB001310,AC120,PLN0016,pro_2,USR00569,2021-04-09,,,2021-05-09,canceled,0,1,0,1,106.81,USD,A,10.0,0.0,24.0,2021-05-24,basic_1,5,,crm,2021-04-09 00:00:00,2023-05-31 00:00:00,
SUB001311,AC130,PLN0024,growth_2,USR00717,2021-03-03,,,,active,0,0,1,1,241.85,USD,A,50.0,0.0,12.0,2021-04-16,starter_1,5,,billing,2021-03-03 00:00:00,2022-12-09 00:00:00,
SUB001312,AC130,PLN0034,growth_2,USR00578,2023-01-25,2024-06-25,2024-06-25,2023-02-08,trial,0,1,0,0,243.69,USD,monthly,1.0,,1.0,2024-01-27,basic_1,5,SUB002561,crm,2023-01-25 00:00:00,2024-07-13 00:00:00,
SUB001313,AC108,PLN0054,enterprise_3,USR00830,2021-12-13,,,,trial,0,1,1,1,0.0,USD,M,5.0,0.0,24.0,2023-01-20,starter_1,5,,billing,2021-12-13 00:00:00,2023-10-15 00:00:00,
SUB001314,AC014,PLN0002,enterprise_3,USR00546,2021-01-04,,,,canceled,1,1,1,0,135.12,USD,monthly,1.0,0.0,12.0,2022-02-04,basic_1,4,,crm,2021-01-04 00:00:00,2022-10-23 00:00:00,legacy migration
SUB001315,AC011,,growth_2,USR00766,2022-07-29,,,,canceled,1,0,0,0,0.0,USD,monthly,10.0,20.0,1.0,2023-04-29,basic_1,2,,crm,2022-07-29 00:00:00,2023-10-19 00:00:00,
SUB001316,AC083,PLN0034,pro_2,USR00497,2022-10-01,2024-04-02,2024-04-02,,canceled,0,0,1,0,0.0,USD,monthly,5.0,0.0,1.0,2023-07-09,basic_1,0,,billing,2022-10-01 00:00:00,2024-06-14 00:00:00,
SUB001317,AC124,,growth_2,,2021-09-08,,,,active,0,0,1,0,201.02,USD,A,,20.0,,2022-04-24,basic_1,5,,billing,2021-09-08 00:00:00,2021-11-30 00:00:00,manual correction
SUB001318,AC064,PLN0052,growth_2,USR00705,2022-04-16,,2022-04-20,,canceled,1,0,1,0,57.99,USD,A,10.0,20.0,24.0,2023-08-15,starter_1,4,SUB001792,crm,2022-04-16 00:00:00,2023-05-26 00:00:00,legacy migration
SUB001319,AC003,PLN0003,enterprise_3,USR00455,2022-05-19,,2022-07-08,2022-05-26,trial,0,1,1,1,0.0,USD,monthly,10.0,,,2023-02-07,basic_1,2,,billing,2022-05-19 00:00:00,2024-05-12 00:00:00,
SUB001320,AC085,PLN0049,starter_1,USR00321,2022-02-11,2023-07-10,2023-07-10,,active,1,0,0,0,158.45,USD,monthly,50.0,,1.0,2023-03-20,starter_1,5,,crm,2022-02-11 00:00:00,2023-04-03 00:00:00,
SUB001321,AC140,PLN0050,basic_1,USR00592,2022-04-01,,2022-05-12,2022-05-01,canceled,1,1,1,0,0.0,USD,M,,20.0,12.0,2023-05-01,starter_1,5,,crm,2022-04-01 00:00:00,2023-04-04 00:00:00,legacy migration
SUB001322,AC111,PLN0015,enterprise_3,USR00155,2023-06-20,,2024-08-01,,canceled,1,0,0,0,63.54,USD,M,10.0,0.0,1.0,2024-02-29,basic_1,4,,crm,2023-06-20 00:00:00,2024-03-30 00:00:00,
SUB001323,AC137,PLN0024,basic_1,USR00452,2021-01-22,,,,trial,1,1,0,0,222.01,USD,monthly,50.0,0.0,12.0,2021-05-15,basic_1,1,,billing,2021-01-22 00:00:00,2022-02-24 00:00:00,manual correction
SUB001324,AC089,PLN0032,basic_1,USR00016,2021-06-10,,,2021-06-17,trial,0,0,1,0,0.0,USD,A,1.0,20.0,12.0,2022-03-03,starter_1,1,,billing,2021-06-10 00:00:00,2022-07-16 00:00:00,
SUB001325,AC009,PLN0032,pro_2,USR00222,2023-04-13,,2023-04-16,2023-05-13,trial,1,0,0,1,97.8,USD,A,50.0,20.0,12.0,2023-12-09,starter_1,1,,billing,2023-04-13 00:00:00,2025-06-11 00:00:00,
SUB001326,AC122,PLN0013,basic_1,USR00851,2022-06-28,,2022-09-28,,canceled,1,0,0,1,0.0,USD,monthly,,10.0,1.0,2023-08-31,basic_1,0,,billing,2022-06-28 00:00:00,2022-09-15 00:00:00,
SUB001327,AC067,PLN0040,pro_2,USR00198,2023-04-24,,,,canceled,1,0,0,0,0.0,USD,M,10.0,0.0,24.0,2023-10-07,basic_1,4,,crm,2023-04-24 00:00:00,2025-07-02 00:00:00,
SUB001328,AC004,PLN0021,basic_1,USR00786,2021-06-02,,,,trial,1,1,0,1,0.0,USD,A,50.0,20.0,1.0,2022-10-08,basic_1,3,,billing,2021-06-02 00:00:00,2022-07-14 00:00:00,
SUB001329,AC120,,pro_2,,2023-02-22,,,2023-03-01,canceled,0,0,0,0,0.0,USD,A,50.0,20.0,24.0,2023-10-12,basic_1,4,,crm,2023-02-22 00:00:00,2025-05-01 00:00:00,manual correction
SUB001330,AC137,PLN0030,growth_2,,2023-02-14,2024-07-01,2024-07-01,,trial,0,1,1,1,0.0,USD,monthly,1.0,20.0,,2023-04-15,basic_1,4,,billing,2023-02-14 00:00:00,2024-07-15 00:00:00,legacy migration
SUB001331,AC068,PLN0003,growth_2,USR00845,2021-07-25,,,,canceled,1,0,1,1,44.54,USD,A,,,1.0,2022-05-31,starter_1,2,,crm,2021-07-25 00:00:00,2021-08-18 00:00:00,
SUB001332,AC081,,enterprise_3,USR00074,2023-01-05,,,,canceled,1,0,0,1,163.72,USD,M,10.0,,,2024-03-06,starter_1,3,SUB001029,crm,2023-01-05 00:00:00,2024-04-25 00:00:00,
SUB001333,AC069,PLN0019,enterprise_3,USR00884,2021-03-29,2021-12-06,2021-12-06,,trial,1,1,0,0,242.08,USD,A,1.0,0.0,1.0,2021-05-06,starter_1,3,,billing,2021-03-29 00:00:00,2023-04-04 00:00:00,
SUB001334,AC093,PLN0017,growth_2,,2022-11-24,,,,trial,1,1,1,0,0.0,USD,A,50.0,20.0,12.0,2024-01-08,starter_1,5,,crm,2022-11-24 00:00:00,2024-07-09 00:00:00,legacy migration
SUB001335,AC173,PLN0029,growth_2,USR00397,2021-08-17,,,,active,1,0,1,1,0.0,USD,M,,,1.0,2022-07-16,basic_1,0,,billing,2021-08-17 00:00:00,2021-11-03 00:00:00,legacy migration
SUB001336,AC003,PLN0044,growth_2,USR00145,2022-02-04,,,,trial,0,0,1,0,194.72,USD,monthly,,20.0,1.0,2023-06-04,starter_1,0,,billing,2022-02-04 00:00:00,2023-03-12 00:00:00,
SUB001337,AC033,PLN0029,growth_2,USR00126,2022-11-23,,,,trial,1,0,0,1,0.0,USD,A,,0.0,24.0,2022-12-19,starter_1,4,,billing,2022-11-23 00:00:00,2023-05-08 00:00:00,
SUB001338,AC005,PLN0026,basic_1,USR00027,2021-01-16,,2021-02-26,,trial,1,0,0,1,0.0,USD,monthly,,0.0,1.0,2021-04-14,basic_1,2,,billing,2021-01-16 00:00:00,2021-06-14 00:00:00,legacy migration
SUB001339,AC037,PLN0044,enterprise_3,USR00587,2022-05-28,,,,active,1,0,1,1,0.0,USD,A,5.0,,,2023-05-28,basic_1,0,,crm,2022-05-28 00:00:00,2022-10-29 00:00:00,
SUB001340,AC062,PLN0053,basic_1,USR00512,2021-01-07,,,,active,1,0,1,1,0.0,USD,monthly,10.0,10.0,24.0,2021-02-20,basic_1,5,,billing,2021-01-07 00:00:00,2021-10-16 00:00:00,manual correction
SUB001341,AC073,PLN0011,starter_1,USR00068,2022-09-18,,,2022-10-18,trial,0,0,1,0,0.0,USD,monthly,1.0,,12.0,2023-11-12,basic_1,2,,crm,2022-09-18 00:00:00,2022-11-18 00:00:00,
SUB001342,AC062,PLN0003,growth_2,,2021-09-11,2021-07-18,2021-07-18,,trial,1,1,0,0,160.23,USD,M,10.0,20.0,,2022-02-10,starter_1,4,,billing,2021-09-11 00:00:00,2021-09-22 00:00:00,manual correction
SUB001343,AC134,PLN0021,basic_1,USR00127,2022-09-08,,,,canceled,0,1,0,1,0.0,USD,A,50.0,,24.0,2023-09-30,basic_1,0,,crm,2022-09-08 00:00:00,2024-07-16 00:00:00,
SUB001344,AC018,,starter_1,USR00853,2022-12-22,2024-03-16,2024-03-16,,canceled,0,0,1,0,215.88,USD,monthly,50.0,,1.0,2024-01-17,basic_1,0,,crm,2022-12-22 00:00:00,2023-12-22 00:00:00,legacy migration
SUB001345,AC101,PLN0005,growth_2,USR00408,2022-04-23,,2022-05-22,,canceled,1,1,0,0,279.43,USD,A,5.0,,12.0,2023-03-19,starter_1,2,,billing,2022-04-23 00:00:00,2024-05-13 00:00:00,legacy migration
SUB001346,AC002,,growth_2,USR00242,2021-07-29,,,,canceled,0,0,0,1,238.34,USD,A,,10.0,12.0,2022-01-01,starter_1,1,,crm,2021-07-29 00:00:00,2021-12-04 00:00:00,manual correction
SUB001347,AC032,PLN0047,starter_1,,2022-02-01,,,2022-02-08,trial,0,1,1,1,67.13,USD,A,5.0,20.0,24.0,2023-06-07,starter_1,4,,crm,2022-02-01 00:00:00,2023-09-14 00:00:00,manual correction
SUB001348,AC117,PLN0004,starter_1,USR00282,2022-04-02,,,,canceled,0,1,1,0,0.0,USD,monthly,,10.0,24.0,2023-08-15,basic_1,0,,billing,2022-04-02 00:00:00,2022-11-10 00:00:00,
SUB001349,AC015,PLN0032,basic_1,USR00831,2021-09-13,,,,trial,0,0,1,0,61.19,USD,monthly,,0.0,,2021-09-13,basic_1,4,,crm,2021-09-13 00:00:00,2022-04-15 00:00:00,
SUB001350,AC127,PLN0038,enterprise_3,USR00104,2022-11-10,2023-12-23,2023-12-23,2022-11-24,trial,1,1,0,1,145.04,USD,M,5.0,0.0,12.0,2023-01-24,basic_1,0,,crm,2022-11-10 00:00:00,2023-10-06 00:00:00,manual correction
SUB001351,AC150,PLN0052,enterprise_3,USR00555,2023-05-02,,,2023-05-09,active,1,1,0,1,0.0,USD,monthly,50.0,10.0,,2024-07-01,basic_1,2,,billing,2023-05-02 00:00:00,2023-07-07 00:00:00,manual correction
SUB001352,AC045,PLN0047,growth_2,USR00489,2021-08-14,,2021-12-09,,trial,0,1,1,1,0.0,USD,monthly,1.0,10.0,24.0,2022-09-18,starter_1,1,,crm,2021-08-14 00:00:00,2022-11-22 00:00:00,manual correction
SUB001353,AC096,PLN0011,basic_1,USR00427,2022-06-25,,,,active,1,1,0,1,292.92,USD,M,1.0,,1.0,2023-03-10,basic_1,5,,billing,2022-06-25 00:00:00,2022-08-10 00:00:00,legacy migration
SUB001354,AC018,PLN0018,enterprise_3,USR00407,2022-08-29,,,2022-09-05,canceled,1,0,0,0,0.0,USD,A,5.0,10.0,,2023-10-07,basic_1,2,,crm,2022-08-29 00:00:00,2023-02-19 00:00:00,
SUB001355,AC061,,pro_2,USR00128,2022-10-29,,2023-09-08,2022-11-28,canceled,1,0,0,0,0.0,USD,M,10.0,10.0,,2023-07-25,starter_1,5,SUB001347,crm,2022-10-29 00:00:00,2024-11-30 00:00:00,manual correction
SUB001356,AC095,PLN0042,basic_1,,2023-05-20,,,,active,0,0,0,1,53.35,USD,A,50.0,,1.0,2024-02-03,basic_1,2,,crm,2023-05-20 00:00:00,2024-01-27 00:00:00,
SUB001357,AC130,PLN0016,growth_2,USR00268,2022-06-02,,,,trial,0,0,1,0,246.41,USD,M,1.0,20.0,24.0,2022-11-29,starter_1,2,,crm,2022-06-02 00:00:00,2022-11-04 00:00:00,legacy migration
SUB001358,AC167,PLN0010,growth_2,USR00447,2022-01-07,2022-03-11,2022-03-11,,canceled,0,0,0,1,201.39,USD,monthly,10.0,10.0,1.0,2023-03-11,basic_1,0,,billing,2022-01-07 00:00:00,2022-02-19 00:00:00,
SUB001359,AC169,PLN0043,basic_1,USR00126,2022-06-06,,,,trial,0,0,1,0,0.0,USD,A,50.0,0.0,12.0,2023-01-07,basic_1,2,,crm,2022-06-06 00:00:00,2022-07-09 00:00:00,manual correction
SUB001360,AC145,PLN0018,growth_2,USR00548,2022-03-02,,,,trial,0,1,1,1,296.31,USD,M,1.0,,12.0,2023-02-14,basic_1,0,,billing,2022-03-02 00:00:00,2023-07-27 00:00:00,manual correction
SUB001361,AC019,PLN0046,starter_1,USR00143,2023-05-20,,,,trial,1,0,1,1,75.91,USD,A,50.0,10.0,,2024-02-20,basic_1,0,,billing,2023-05-20 00:00:00,2024-04-19 00:00:00,legacy migration
SUB001362,AC128,PLN0049,growth_2,USR00538,2021-08-04,,,2021-08-11,canceled,1,1,0,1,0.0,USD,A,5.0,10.0,24.0,2022-06-25,basic_1,1,,crm,2021-08-04 00:00:00,2022-01-27 00:00:00,manual correction
SUB001363,AC090,PLN0024,starter_1,USR00467,2022-06-26,2023-02-14,2023-02-14,,canceled,1,0,1,0,225.88,USD,M,50.0,20.0,1.0,2022-12-04,basic_1,5,,crm,2022-06-26 00:00:00,2024-05-09 00:00:00,legacy migration
SUB001364,AC033,PLN0047,pro_2,USR00310,2022-01-26,,,,active,1,1,0,1,133.33,USD,A,,0.0,12.0,2023-01-11,starter_1,0,SUB001243,billing,2022-01-26 00:00:00,2022-05-10 00:00:00,
SUB001365,AC116,,starter_1,USR00743,2021-01-09,,,,canceled,1,1,0,0,0.0,USD,monthly,5.0,20.0,1.0,2022-02-27,starter_1,1,,crm,2021-01-09 00:00:00,2021-08-29 00:00:00,
SUB001366,AC125,PLN0005,starter_1,USR00349,2022-02-23,,,,trial,0,1,0,0,147.86,USD,monthly,1.0,20.0,,2022-03-09,starter_1,1,,billing,2022-02-23 00:00:00,2023-10-07 00:00:00,legacy migration
SUB001367,AC056,PLN0005,basic_1,USR00762,2022-07-30,2024-03-13,2024-03-13,2022-08-29,trial,0,1,0,0,0.0,USD,monthly,,20.0,,2023-09-12,basic_1,2,,crm,2022-07-30 00:00:00,2022-12-01 00:00:00,manual correction
SUB001368,AC111,,basic_1,USR00161,2021-04-10,2022-07-31,2022-07-31,,trial,1,0,1,1,0.0,USD,monthly,1.0,,,2021-12-19,starter_1,3,,crm,2021-04-10 00:00:00,2023-06-17 00:00:00,legacy migration
SUB001369,AC065,PLN0048,pro_2,USR00123,2022-04-20,,,,trial,0,0,1,1,109.38,USD,M,1.0,20.0,12.0,2022-07-12,basic_1,3,,crm,2022-04-20 00:00:00,2023-03-07 00:00:00,legacy migration
SUB001370,AC010,PLN0048,starter_1,USR00771,2021-08-03,2022-05-28,2022-05-28,,canceled,0,0,1,0,0.0,USD,A,1.0,0.0,1.0,2022-03-23,starter_1,3,,crm,2021-08-03 00:00:00,2022-07-07 00:00:00,
SUB001371,AC157,PLN0004,enterprise_3,,2023-04-06,2024-08-08,2024-08-08,2023-04-20,canceled,0,1,1,1,0.0,USD,M,10.0,10.0,1.0,2024-06-11,starter_1,3,,crm,2023-04-06 00:00:00,2023-08-24 00:00:00,legacy migration
SUB001372,AC080,PLN0032,basic_1,USR00480,2022-03-29,2023-11-06,2023-11-06,,trial,0,0,1,0,0.0,USD,monthly,1.0,20.0,,2022-11-09,starter_1,5,,billing,2022-03-29 00:00:00,2023-12-30 00:00:00,
SUB001373,AC046,PLN0031,growth_2,USR00547,2023-04-13,,,,trial,0,1,0,1,0.0,USD,A,10.0,20.0,,2024-07-31,basic_1,5,,crm,2023-04-13 00:00:00,2023-11-14 00:00:00,
SUB001374,AC079,PLN0053,growth_2,USR00392,2023-05-24,,,,trial,0,0,1,0,0.0,USD,monthly,10.0,10.0,12.0,2023-12-10,basic_1,1,,billing,2023-05-24 00:00:00,2023-10-21 00:00:00,legacy migration
SUB001375,AC123,PLN0015,pro_2,USR00684,2022-03-18,,,2022-04-01,canceled,0,1,0,0,277.05,USD,A,5.0,0.0,,2022-09-17,basic_1,0,,billing,2022-03-18 00:00:00,2022-07-16 00:00:00,manual correction
SUB001376,AC057,PLN0011,starter_1,USR00701,2021-10-02,2022-03-05,2022-03-05,,active,1,0,0,1,149.08,USD,A,,,12.0,2023-02-09,starter_1,4,,billing,2021-10-02 00:00:00,2021-10-22 00:00:00,
SUB001377,AC009,PLN0048,enterprise_3,USR00251,2021-04-16,,,,canceled,1,1,1,1,62.35,USD,M,50.0,0.0,1.0,2022-08-16,basic_1,5,,billing,2021-04-16 00:00:00,2023-03-22 00:00:00,
SUB001378,AC127,PLN0031,growth_2,USR00194,2022-09-25,,,,canceled,1,0,0,1,0.0,USD,A,50.0,10.0,12.0,2022-11-23,basic_1,1,,crm,2022-09-25 00:00:00,2022-11-23 00:00:00,
SUB001379,AC026,PLN0045,enterprise_3,,2021-09-09,,,,trial,1,0,1,1,33.94,USD,M,5.0,0.0,,2021-12-29,basic_1,5,,billing,2021-09-09 00:00:00,2022-05-10 00:00:00,manual correction
SUB001380,AC074,PLN0039,growth_2,USR00563,2021-03-08,2022-08-25,2022-08-25,,active,1,0,1,1,0.0,USD,A,50.0,,1.0,2021-10-16,basic_1,0,,crm,2021-03-08 00:00:00,2022-12-19 00:00:00,legacy migration
SUB001381,AC079,PLN0014,starter_1,,2022-12-23,,,,active,1,0,1,0,0.0,USD,M,,20.0,1.0,2024-02-28,starter_1,5,,crm,2022-12-23 00:00:00,2024-12-08 00:00:00,
SUB001382,AC152,PLN0010,enterprise_3,USR00782,2023-02-22,,,,active,1,1,0,1,79.72,USD,A,50.0,20.0,1.0,2023-12-05,starter_1,1,,crm,2023-02-22 00:00:00,2024-03-16 00:00:00,legacy migration
SUB001383,AC174,PLN0010,enterprise_3,USR00659,2023-05-26,,2023-09-08,2023-06-25,canceled,1,1,0,1,0.0,USD,M,,0.0,,2024-03-02,starter_1,3,,crm,2023-05-26 00:00:00,2024-10-13 00:00:00,manual correction
SUB001384,AC150,PLN0020,growth_2,USR00145,2023-03-25,,,,active,0,1,1,0,119.7,USD,monthly,1.0,,1.0,2023-06-07,basic_1,4,,billing,2023-03-25 00:00:00,2025-03-20 00:00:00,
SUB001385,AC001,PLN0009,pro_2,USR00293,2023-05-21,,,,trial,0,1,1,0,260.73,USD,M,1.0,20.0,,2024-06-22,basic_1,5,,crm,2023-05-21 00:00:00,2024-03-22 00:00:00,legacy migration
SUB001386,AC086,,starter_1,,2022-03-21,,,,trial,1,0,1,0,278.68,USD,M,,0.0,12.0,2022-08-30,starter_1,2,,billing,2022-03-21 00:00:00,2022-04-06 00:00:00,legacy migration
SUB001387,AC133,PLN0007,basic_1,,2022-04-16,,,,canceled,0,0,1,1,0.0,USD,M,50.0,0.0,1.0,2022-11-26,basic_1,3,,billing,2022-04-16 00:00:00,2023-10-27 00:00:00,
SUB001388,AC069,PLN0024,starter_1,USR00317,2022-06-23,2022-06-16,2022-06-16,,trial,1,0,0,1,298.46,USD,M,10.0,10.0,,2023-09-20,basic_1,3,,billing,2022-06-23 00:00:00,2023-12-05 00:00:00,
SUB001389,AC029,,growth_2,,2022-05-31,,,,active,0,0,0,1,118.26,USD,A,1.0,20.0,1.0,2023-03-05,starter_1,4,,billing,2022-05-31 00:00:00,2024-01-24 00:00:00,
SUB001390,AC046,PLN0006,basic_1,,2021-10-11,,,,trial,0,0,0,0,0.0,USD,A,5.0,10.0,,2022-04-08,basic_1,4,,crm,2021-10-11 00:00:00,2022-05-01 00:00:00,
SUB001391,AC070,PLN0004,growth_2,USR00685,2021-08-01,,,2021-08-31,canceled,1,1,0,0,0.0,USD,A,10.0,20.0,,2021-09-02,starter_1,3,,billing,2021-08-01 00:00:00,2021-10-21 00:00:00,manual correction
SUB001392,AC082,PLN0017,enterprise_3,USR00247,2022-04-14,,,,active,0,1,1,1,15.41,USD,monthly,5.0,20.0,1.0,2022-05-26,starter_1,2,,billing,2022-04-14 00:00:00,2024-06-06 00:00:00,
SUB001393,AC058,PLN0001,enterprise_3,USR00678,2021-08-23,,,,active,1,1,0,0,36.07,USD,monthly,10.0,,,2022-08-30,basic_1,0,,billing,2021-08-23 00:00:00,2023-09-02 00:00:00,manual correction
SUB001394,AC078,PLN0044,growth_2,USR00599,2022-02-17,,,,canceled,0,1,1,1,113.94,USD,A,50.0,0.0,24.0,2023-06-18,starter_1,5,,crm,2022-02-17 00:00:00,2023-07-11 00:00:00,
SUB001395,AC072,PLN0007,growth_2,USR00717,2022-03-10,2023-06-30,2023-06-30,,canceled,0,1,1,1,43.48,USD,monthly,,,,2022-05-12,starter_1,2,,crm,2022-03-10 00:00:00,2023-03-14 00:00:00,manual correction
SUB001396,AC135,,growth_2,USR00799,2022-04-16,,,,trial,0,1,1,1,167.29,USD,A,,0.0,,2023-03-09,basic_1,1,,crm,2022-04-16 00:00:00,2024-04-22 00:00:00,manual correction
SUB001397,AC074,PLN0039,growth_2,USR00266,2023-06-12,,,,trial,0,0,1,0,0.0,USD,A,,,24.0,2023-12-04,basic_1,0,,billing,2023-06-12 00:00:00,2024-07-21 00:00:00,legacy migration
SUB001398,AC107,,starter_1,USR00826,2021-06-08,2022-03-30,2022-03-30,,active,0,1,0,1,243.0,USD,M,1.0,0.0,1.0,2021-11-13,basic_1,3,,crm,2021-06-08 00:00:00,2021-10-23 00:00:00,
SUB001399,AC153,PLN0036,pro_2,USR00484,2023-06-17,,,,active,1,1,1,1,41.39,USD,monthly,,0.0,1.0,2024-04-26,starter_1,0,,billing,2023-06-17 00:00:00,2024-05-24 00:00:00,legacy migration
SUB001400,AC030,PLN0009,starter_1,USR00466,2023-02-20,2024-05-27,2024-05-27,,active,0,1,1,1,210.18,USD,monthly,50.0,10.0,12.0,2023-04-28,basic_1,0,SUB001902,crm,2023-02-20 00:00:00,2023-10-09 00:00:00,legacy migration
SUB001401,AC178,PLN0009,starter_1,,2022-09-13,,,,trial,0,0,1,0,0.0,USD,A,,0.0,12.0,2022-12-11,basic_1,4,,billing,2022-09-13 00:00:00,2024-11-21 00:00:00,
SUB001402,AC149,PLN0053,starter_1,USR00841,2023-06-08,,,2023-06-22,trial,1,0,1,1,0.0,USD,monthly,,10.0,24.0,2024-02-09,basic_1,2,,crm,2023-06-08 00:00:00,2024-01-22 00:00:00,
SUB001403,AC126,PLN0020,basic_1,,2021-01-22,,,,trial,1,1,0,1,0.0,USD,monthly,1.0,20.0,1.0,2021-09-10,basic_1,2,SUB000393,billing,2021-01-22 00:00:00,2022-12-15 00:00:00,
SUB001404,AC083,PLN0007,growth_2,USR00460,2023-06-09,,,,trial,1,0,0,1,0.0,USD,monthly,,0.0,1.0,2024-06-06,starter_1,1,,billing,2023-06-09 00:00:00,2025-02-26 00:00:00,manual correction
SUB001405,AC005,PLN0048,basic_1,USR00040,2021-07-08,,2021-08-11,,canceled,0,1,0,0,110.26,USD,monthly,,,1.0,2022-08-09,starter_1,2,,crm,2021-07-08 00:00:00,2021-11-12 00:00:00,
SUB001406,AC030,PLN0002,basic_1,USR00588,2021-09-12,,2022-04-15,2021-09-26,active,1,0,1,0,296.68,USD,M,10.0,0.0,24.0,2022-03-27,starter_1,3,,crm,2021-09-12 00:00:00,2023-04-21 00:00:00,
SUB001407,AC063,PLN0027,pro_2,USR00161,2022-12-20,,,,trial,0,0,0,1,299.69,USD,A,50.0,,1.0,2024-01-25,starter_1,4,,billing,2022-12-20 00:00:00,2024-01-29 00:00:00,manual correction
SUB001408,AC170,PLN0037,growth_2,,2022-05-03,,,,canceled,0,0,0,0,148.22,USD,M,1.0,10.0,24.0,2023-08-10,starter_1,0,,billing,2022-05-03 00:00:00,2023-12-11 00:00:00,
